index,brand,model,processor_brand,processor_name,processor_gnrtn,ram_gb,ram_type,ssd,hdd,os,os_bit,graphic_card_gb,weight,display_size,warranty,Touchscreen,msoffice,latest_price,old_price,discount,star_rating,ratings,reviews
561,HP,Pavilion,Intel,Core i7,11th,16 GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,16,1,Yes,Yes,99999,102500,2,0,0,0
562,MSI,Prestige,Intel,Core i7,10th,16 GB,DDR4,512 GB,0 GB,Windows,64-bit,2,Casual,16,1,No,No,104990,123990,15,4,85,9
563,ASUS,Missing,Intel,Core i7,11th,16 GB,LPDDR4X,512 GB,0 GB,Windows,64-bit,0,ThinNlight,16,0,Yes,No,109990,134990,18,0,0,0
564,ASUS,ZenBook,Intel,Core i7,8th,16 GB,DDR3,512 GB,0 GB,Windows,64-bit,0,ThinNlight,16,1,No,No,99990,122990,18,4.3,30,7
565,Lenovo,Missing,Intel,Core i7,8th,16 GB,DDR4,512 GB,0 GB,Windows,64-bit,2,ThinNlight,16,0,No,No,244801,0,0,0,0,0
566,ASUS,ZenBook,Intel,Core i7,11th,16 GB,LPDDR4X,512 GB,0 GB,Windows,64-bit,0,ThinNlight,16,0,No,No,94990,122990,22,0,0,0
567,Lenovo,Ideapad,Intel,Core i7,8th,16 GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,Missing,1,No,Yes,86000,0,0,0,0,0
568,Lenovo,Missing,Intel,Core i7,10th,16 GB,DDR4,512 GB,0 GB,Windows,32-bit,2,Casual,16,0,No,No,162399,206997,21,0,0,0
569,HP,Missing,Intel,Core i7,11th,16 GB,DDR4,512 GB,0 GB,Windows,32-bit,0,Casual,Missing,0,No,No,119599,195000,38,0,0,0
570,Lenovo,Missing,Intel,Core i7,10th,16 GB,LPDDR3,512 GB,0 GB,Windows,64-bit,0,ThinNlight,16,0,No,No,211753,214760,1,0,0,0
571,Lenovo,Intel,Intel,Core i7,11th,16 GB,DDR4,512 GB,0 GB,Windows,32-bit,0,Casual,14,0,No,No,110999,139000,20,0,0,0
572,DELL,Missing,Intel,Core i7,11th,16 GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Casual,15.6,1,No,No,99990,128665,22,0,0,0
573,ASUS,ZenBook,Intel,Core i7,8th,8 GB,LPDDR3,512 GB,0 GB,Windows,64-bit,0,ThinNlight,13.3,1,No,No,81990,102987,20,4.3,40,4
574,MSI,GF63,Intel,Core i7,9th,8 GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Casual,15.6,2,No,No,66990,104990,36,4.5,1639,230
575,MSI,GF65,Intel,Core i7,10th,16 GB,DDR4,1024 GB,0 GB,Windows,64-bit,6,Casual,15.6,2,No,No,84990,123990,31,4.4,498,64
576,ASUS,Zenbook,Intel,Core i7,11th,16 GB,LPDDR4X,1024 GB,0 GB,Windows,64-bit,2,Casual,14,1,Yes,Yes,104990,146990,28,0,0,0
577,ASUS,ZenBook,Intel,Core i7,11th,16 GB,LPDDR4X,1024 GB,0 GB,Windows,64-bit,0,Casual,14,1,Yes,No,134990,164990,18,0,0,0
578,ASUS,ASUS,Intel,Core i7,11th,16 GB,DDR4,1024 GB,0 GB,Windows,64-bit,4,Gaming,15.6,0,No,No,98990,136990,27,4.5,445,56
579,HP,Envy,Intel,Core i7,10th,16 GB,DDR4,1024 GB,0 GB,Windows,64-bit,6,Casual,15.6,1,No,Yes,144690,173453,16,4.2,17,4
580,ASUS,ZenBook,Intel,Core i7,11th,16 GB,LPDDR4X,1024 GB,0 GB,Windows,64-bit,0,ThinNlight,13.3,0,No,No,99990,128990,22,0,0,0
581,MSI,Stealth,Intel,Core i7,11th,16 GB,DDR4,1024 GB,0 GB,Windows,64-bit,6,Casual,16,2,No,No,119990,162990,26,4.3,20,3
582,ASUS,Zephyrus,Intel,Core i7,11th,16 GB,DDR4,1024 GB,0 GB,Windows,32-bit,4,Casual,16,1,No,No,194990,0,0,0,0,0
583,ASUS,ZenBook,Intel,Core i7,10th,16 GB,LPDDR3,1024 GB,0 GB,Windows,64-bit,2,Casual,16,1,No,Yes,124990,146990,14,4.6,17,1
584,DELL,Inspiron,Intel,Core i7,11th,16 GB,DDR4,1024 GB,0 GB,Windows,64-bit,2,Casual,16,0,No,No,122410,0,0,0,0,0
585,HP,Spectre,Intel,Core i7,10th,16 GB,DDR4,1024 GB,0 GB,Windows,64-bit,0,Casual,16,1,Yes,No,179990,216368,16,4.2,13,5
586,MSI,Summit,Intel,Core i7,11th,16 GB,DDR4,1024 GB,0 GB,Windows,64-bit,4,Casual,16,2,Yes,No,154990,156990,1,4,3,2
587,Lenovo,Yoga,Intel,Core i7,11th,16 GB,LPDDR4X,1024 GB,0 GB,Windows,64-bit,0,Casual,16,1,No,Yes,122990,167890,26,3,4,2
588,ASUS,Missing,Intel,Core i7,10th,16 GB,DDR4,1024 GB,0 GB,Windows,64-bit,6,Casual,Missing,1,Yes,No,224990,272990,17,4.7,9,0
589,MSI,Stealth,Intel,Core i7,12th,16 GB,DDR5,1024 GB,0 GB,Windows,64-bit,8,Casual,Missing,0,No,No,279990,313990,10,0,0,0
590,HP,OMEN,Intel,Core i7,11th,16 GB,DDR4,1024 GB,0 GB,Windows,64-bit,4,Casual,16,0,No,No,121990,138399,11,0,0,0
591,HP,OMEN,Intel,Core i7,11th,16 GB,DDR4,1024 GB,0 GB,Windows,64-bit,4,Casual,16,0,No,No,116990,132717,11,0,0,0
592,Lenovo,Legion,Intel,Core i7,11th,16 GB,DDR4,1024 GB,0 GB,Windows,64-bit,6,Casual,16,0,No,No,151098,224490,32,4.4,7,0
593,MSI,Pulse,Intel,Core i7,11th,16 GB,DDR4,1024 GB,0 GB,Windows,64-bit,8,Casual,16,2,No,No,129990,179990,27,4.2,14,3
594,HP,Spectre,Intel,Core i7,11th,16 GB,LPDDR4X,1024 GB,0 GB,Windows,64-bit,0,Casual,16,1,Yes,No,149999,178464,15,0,0,0
595,MSI,Missing,Intel,Core i7,12th,16 GB,DDR4,1024 GB,0 GB,Windows,64-bit,6,Casual,16,0,No,No,139990,156990,10,4.5,4,2
596,acer,Predator,Intel,Core i7,11th,16 GB,DDR4,1024 GB,0 GB,Windows,64-bit,6,Casual,16,1,No,No,129990,149990,13,4.5,54,7
597,HP,OMEN,Intel,Core i7,11th,16 GB,DDR4,1024 GB,0 GB,Windows,64-bit,8,Casual,16,1,No,Yes,171990,197862,13,0,0,0
598,DELL,Inspiron,Intel,Core i7,11th,16 GB,DDR4,1024 GB,0 GB,Windows,64-bit,2,Casual,16,1,No,Yes,93955,122300,23,4.8,4,0
599,ASUS,ROG,Intel,Core i7,10th,16 GB,DDR4,1024 GB,0 GB,Windows,64-bit,8,Casual,Missing,0,No,No,234990,324990,27,0,0,0
600,HP,Spectre,Intel,Core i7,11th,16 GB,LPDDR4X,1024 GB,0 GB,Windows,64-bit,0,Casual,16,1,Yes,Yes,128500,152042,15,3.7,3,1
601,Lenovo,Yoga,Intel,Core i7,11th,16 GB,DDR4,1024 GB,0 GB,Windows,64-bit,0,Casual,16,1,Yes,Yes,102990,104033,1,4.4,16,2
602,ASUS,ZenBook,Intel,Core i7,11th,16 GB,LPDDR4X,1024 GB,0 GB,Windows,64-bit,0,Casual,16,1,Yes,No,119990,158990,24,4.8,8,1
603,ASUS,Missing,Intel,Core i7,11th,16 GB,DDR4,1024 GB,0 GB,Windows,32-bit,6,Casual,16,0,No,No,120980,149999,19,0,0,0
604,ASUS,Zephyrus,Intel,Core i7,11th,16 GB,DDR4,1024 GB,0 GB,Windows,32-bit,6,Casual,16,1,No,No,157249,220990,28,4.3,7,0
605,Lenovo,Missing,Intel,Core i7,9th,16 GB,DDR4,1024 GB,0 GB,Windows,64-bit,4,ThinNlight,16,0,No,No,229900,272000,15,0,0,0
606,ASUS,ASUS,Intel,Core i7,11th,16 GB,DDR4,1024 GB,0 GB,Windows,64-bit,6,Casual,16,1,No,No,131500,175000,24,0,0,0
607,ASUS,ExpertBook,Intel,Core i7,10th,16 GB,LPDDR3,1024 GB,0 GB,Windows,64-bit,0,Casual,16,0,No,No,154990,172990,10,5,3,0
608,ASUS,ExpertBook,Intel,Core i7,10th,16 GB,LPDDR3,1024 GB,0 GB,Windows,64-bit,0,Casual,16,0,No,No,165990,202990,18,0,0,0
609,Lenovo,Yoga,Intel,Core i7,10th,16 GB,LPDDR4X,1024 GB,0 GB,Windows,64-bit,0,ThinNlight,16,0,No,No,119990,148082,18,2.5,2,1
610,ASUS,ExpertBook,Intel,Core i7,10th,16 GB,LPDDR3,1024 GB,0 GB,Windows,64-bit,0,Casual,16,0,No,No,167990,202990,17,0,0,0
611,HP,Spectre,Intel,Core i7,11th,16 GB,LPDDR4X,1024 GB,0 GB,Windows,64-bit,0,Casual,16,1,Yes,No,165000,198825,17,0,0,0
612,Avita,Liber,Intel,Core i7,10th,16 GB,DDR4,1024 GB,0 GB,Windows,64-bit,0,ThinNlight,14,0,No,No,62990,83390,24,3.9,207,49
613,Lenovo,ThinkBook,Intel,Core i7,11th,16 GB,LPDDR4,1024 GB,0 GB,Windows,64-bit,0,Casual,13,1,No,Yes,85990,148158,41,3.4,7,2
614,HP,HP,Intel,Core i7,11th,16 GB,DDR4,1024 GB,0 GB,Windows,64-bit,2,Casual,13.3,1,No,Yes,94990,160134,40,0,0,0
615,HP,Omen,Intel,Core i7,11th,16 GB,DDR4,1024 GB,0 GB,Windows,64-bit,6,Casual,16.1,1,No,Yes,136990,157563,13,0,0,0
616,Lenovo,Legion,Intel,Core i7,10th,16 GB,DDR4,1024 GB,0 GB,Windows,64-bit,8,Casual,15.6,1,No,Yes,234990,349890,32,0,0,0
617,acer,Predator,Intel,Core i7,10th,16 GB,DDR4,2048 GB,0 GB,Windows,64-bit,8,Casual,16,1,No,No,159990,160190,0,3.8,4,0
618,ASUS,ExpertBook,Intel,Core i7,10th,16 GB,LPDDR3,2048 GB,0 GB,Windows,64-bit,0,Casual,16,0,No,No,233990,0,0,0,0,0
619,ASUS,ExpertBook,Intel,Core i7,10th,16 GB,DDR4,0 GB,1024 GB,Windows,64-bit,2,Casual,Missing,0,No,No,93990,0,0,0,0,0
620,HP,15,Intel,Core i7,8th,16 GB,DDR4,128 GB,1024 GB,Windows,64-bit,4,Casual,Missing,1,No,No,116941,0,0,0,0,0
621,MSI,GF63,Intel,Core i7,10th,8 GB,DDR4,256 GB,1024 GB,Windows,64-bit,4,Casual,15.6,2,No,No,63990,83990,23,4.3,794,83
622,ASUS,VivoBook,Intel,Core i7,10th,16 GB,DDR4,256 GB,1024 GB,Windows,64-bit,4,Gaming,15.6,0,No,No,66990,97990,31,4.2,25,4
623,ASUS,Missing,Intel,Core i7,11th,16 GB,DDR4,256 GB,1024 GB,Windows,32-bit,0,ThinNlight,Missing,0,No,No,82500,98990,16,0,0,0
624,acer,Predator,Intel,Core i7,10th,16 GB,DDR4,256 GB,1024 GB,Windows,64-bit,6,Casual,16,1,No,No,119990,140990,14,4.6,2038,313
625,MSI,WF65,Intel,Core i7,10th,16 GB,DDR4,256 GB,1024 GB,Windows,64-bit,4,Casual,16,3,No,No,159990,179990,11,0,0,0
626,ASUS,Pro,Intel,Core i7,8th,16 GB,DDR4,256 GB,1024 GB,Windows,64-bit,0,ThinNlight,Missing,0,No,No,98912,0,0,0,0,0
627,acer,Predator,Intel,Core i7,11th,16 GB,DDR4,512 GB,1024 GB,Windows,64-bit,4,Casual,15.6,1,No,No,92990,130990,29,4.5,214,37
628,acer,Predator,Intel,Core i7,11th,16 GB,DDR4,512 GB,1024 GB,Windows,32-bit,6,Casual,15.6,1,No,No,119990,140990,14,4.5,342,54
629,acer,Predator,Intel,Core i9,11th,32 GB,DDR4,1024 GB,0 GB,Windows,64-bit,8,Casual,15.6,1,No,No,169990,199999,15,0,0,0
630,acer,Predator,Intel,Core i9,11th,16 GB,DDR4,1024 GB,0 GB,Windows,64-bit,6,Casual,15.6,1,No,No,139990,179999,22,0,0,0
631,MSI,Creator,Intel,Core i9,11th,16 GB,DDR4,1024 GB,0 GB,Windows,64-bit,6,Casual,16,0,No,No,192990,223890,13,0,0,0
632,ASUS,ROG,Intel,Core i9,12th,16 GB,DDR5,1024 GB,0 GB,Windows,64-bit,6,Casual,Missing,0,No,No,299990,376990,20,0,0,0
633,ASUS,Missing,Intel,Core i9,10th,16 GB,DDR4,1024 GB,0 GB,Windows,64-bit,6,Casual,Missing,1,Yes,No,269990,326990,17,4.8,8,1
634,ASUS,ASUS,Intel,Core i9,11th,16 GB,DDR4,1024 GB,0 GB,Windows,64-bit,6,Gaming,15.6,1,No,No,139990,144990,3,0,0,0
635,Lenovo,Missing,Intel,Core i9,10th,16 GB,DDR4,1024 GB,0 GB,Windows,32-bit,8,Casual,15.6,0,No,No,265998,349890,23,0,0,0
636,ASUS,Zephyrus,Intel,Core i9,11th,16 GB,DDR4,3072 GB,0 GB,Windows,32-bit,6,Casual,Missing,1,No,No,441990,0,0,5,1,1
637,Smartron,t.book,Intel,Core m3,7th,4 GB,DDR3,128 GB,0 GB,Windows,64-bit,0,Casual,12.2,0,Yes,No,42990,45990,6,3.5,25,6
638,MSI,Katana,Intel,Core i5,10th,8 GB,LPDDR4,0 GB,512 GB,DOS,32-bit,4,Casual,Missing,0,No,No,86990,117990,26,4.5,218,27
639,acer,Aspire,AMD,Dual Core,Missing,4 GB,DDR4,256 GB,0 GB,Windows,64-bit,0,Casual,Missing,1,No,No,29990,34990,14,0,0,0
640,acer,Dual,AMD,Dual Core,Missing,4 GB,DDR4,256 GB,0 GB,Windows,64-bit,0,Casual,Missing,1,No,No,31990,32990,3,4,762,104
641,MSI,Pulse,Intel,Core i5,10th,8 GB,LPDDR4,0 GB,512 GB,DOS,32-bit,6,Casual,Missing,0,No,No,109990,139990,21,4.6,78,16
642,MSI,Pulse,Intel,Core i5,10th,8 GB,LPDDR4,0 GB,512 GB,DOS,32-bit,4,Casual,Missing,0,No,No,109590,123990,11,4.6,5,2
643,ASUS,ROG,Intel,Core i7,10th,16 GB,LPDDR4X,0 GB,512 GB,DOS,32-bit,6,Casual,Missing,0,No,No,146490,0,0,3,2,1
644,HP,Chromebook,Intel,Dual Core,10th,4 GB,DDR4,0 GB,512 GB,DOS,32-bit,0,Casual,Missing,0,No,No,61745,0,0,4.6,23,4
645,ASUS,ZenBook,Intel,Ever Screenpad,10th,4 GB,DDR4,0 GB,512 GB,DOS,64-bit,4,Casual,Missing,0,No,No,209690,209990,0,5,4,0
646,ASUS,ZenBook,Intel,Ever Screenpad,10th,4 GB,DDR4,0 GB,512 GB,DOS,64-bit,4,Casual,Missing,0,No,No,175190,0,0,4.8,6,1
647,ALIENWARE,Missing,Intel,GeForce GTX,10th,8 GB,LPDDR4,0 GB,512 GB,DOS,32-bit,6,Casual,15.6,0,No,No,199990,223322,10,4.9,12,0
648,DELL,G15,Intel,GeForce GTX,10th,8 GB,LPDDR4,0 GB,512 GB,DOS,32-bit,4,Casual,15.6,0,No,No,75500,83557,9,4.4,28,1
649,ALIENWARE,Missing,Intel,GeForce RTX,10th,8 GB,LPDDR4,0 GB,512 GB,DOS,32-bit,8,Casual,15.6,0,No,No,345390,377798,8,4.6,10,3
650,ALIENWARE,Missing,Intel,GeForce RTX,10th,8 GB,LPDDR4,0 GB,512 GB,DOS,32-bit,6,Casual,15.6,0,No,No,214790,237937,9,4.1,13,4
651,ALIENWARE,Missing,Intel,GeForce RTX,10th,8 GB,LPDDR4,0 GB,512 GB,DOS,32-bit,8,Casual,15.6,0,No,No,269290,293080,8,4,5,2
652,DELL,G15,Intel,GEFORCE RTX,10th,4 GB,DDR4,0 GB,512 GB,DOS,32-bit,4,Casual,Missing,0,No,No,95990,124078,22,4.3,20,5
653,MSI,GF65,Intel,Hexa Core,Missing,16 GB,DDR4,512 GB,0 GB,Windows,64-bit,6,Casual,15.6,2,No,No,76990,106990,28,4.5,298,49
654,MSI,GF63,Intel,Hexa Core,Missing,8 GB,DDR4,256 GB,1024 GB,Windows,64-bit,4,Casual,15.6,2,No,No,55990,72990,23,4.4,2582,272
655,APPLE,MacBook,M1,M1,10th,8 GB,DDR4,256 GB,0 GB,Mac,64-bit,0,Casual,13.3,1,No,No,85990,92900,7,4.7,6725,629
656,APPLE,MacBook,M1,M1,10th,8 GB,DDR4,256 GB,0 GB,Mac,64-bit,0,Casual,13.3,1,No,No,112990,122900,8,4.8,640,70
657,APPLE,MacBook,M1,M1,10th,16 GB,DDR4,256 GB,0 GB,Mac,64-bit,0,Casual,13.3,1,No,No,104990,112900,7,4.7,45,4
658,APPLE,MacBook,M1,M1,10th,8 GB,DDR4,256 GB,0 GB,Mac,64-bit,0,Casual,13.3,1,No,No,112990,122900,8,4.8,640,70
659,APPLE,MacBook,M1,M1,10th,16 GB,DDR4,256 GB,0 GB,Mac,64-bit,0,Casual,13.3,1,No,No,132990,149900,11,4.8,640,70
660,APPLE,MacBook,M1,M1,10th,16 GB,DDR4,256 GB,0 GB,Mac,64-bit,0,Casual,13.3,1,No,No,104990,112900,7,4.7,45,4
661,APPLE,MacBook,M1,M1,10th,8 GB,DDR4,256 GB,0 GB,Mac,64-bit,0,Casual,13.3,1,No,No,85990,92900,7,4.7,6725,629
662,APPLE,MacBook,M1,M1,10th,16 GB,DDR4,512 GB,0 GB,Mac,64-bit,0,Casual,13.3,1,No,No,149990,163900,8,4.8,640,70
663,APPLE,MacBook,M1,M1,10th,8 GB,DDR4,512 GB,0 GB,Mac,64-bit,0,Casual,13.3,1,No,No,125990,142900,11,4.6,399,45
664,APPLE,MacBook,M1,M1,10th,8 GB,DDR4,512 GB,0 GB,Mac,64-bit,0,Casual,13.3,1,No,No,103990,117900,11,4.7,809,91
665,APPLE,MacBook,M1,M1,10th,8 GB,DDR4,512 GB,0 GB,Mac,64-bit,0,Casual,13.3,1,No,No,101990,117900,13,4.7,809,91
666,APPLE,MacBook,M1,M1,10th,8 GB,DDR4,512 GB,0 GB,Mac,64-bit,0,Casual,13.3,1,No,No,104990,110900,5,4.7,6725,629
667,APPLE,MacBook,M1,M1,10th,8 GB,DDR4,512 GB,0 GB,Mac,64-bit,0,Casual,13.3,1,No,No,131990,142900,7,4.6,399,45
668,APPLE,MacBook,M1,M1,10th,16 GB,DDR4,512 GB,0 GB,Mac,64-bit,0,Casual,13.3,1,No,No,128990,137900,6,4.7,45,4
669,APPLE,MacBook,M1,M1,10th,16 GB,DDR4,512 GB,0 GB,Mac,64-bit,0,Casual,14.2,1,No,No,184990,194900,5,4.8,42,8
670,APPLE,MacBook,M1,M1,10th,16 GB,DDR4,512 GB,0 GB,Mac,64-bit,0,Casual,16.2,1,No,No,225990,239900,5,4.8,42,8
671,APPLE,MacBook,M1,M1,10th,4 GB,DDR4,512 GB,0 GB,Mac,64-bit,0,Casual,16,1,No,No,124990,132900,5,4.7,45,4
672,APPLE,MacBook,M1,M1,10th,8 GB,DDR4,512 GB,0 GB,Mac,64-bit,0,Casual,13.3,1,No,No,104990,110900,5,4.7,6725,629
673,APPLE,MacBook,M1,M1,10th,8 GB,DDR4,1024 GB,0 GB,Mac,64-bit,0,Casual,13.3,1,No,No,149990,163900,8,4.8,640,70
674,APPLE,MacBook,M1,M1,10th,16 GB,DDR4,1024 GB,0 GB,Mac,64-bit,0,Casual,13.3,1,No,No,169990,183900,7,4.8,640,70
675,APPLE,MacBook,M1,M1,10th,16 GB,DDR4,1024 GB,0 GB,Mac,64-bit,0,Casual,14.2,1,No,No,225990,239900,5,4.8,42,8
676,APPLE,MacBook,M1,M1,10th,16 GB,DDR4,1024 GB,0 GB,Mac,64-bit,0,Casual,16.2,1,No,No,243990,259900,6,4.8,42,8
677,APPLE,MacBook,M1,M1,10th,32 GB,DDR4,1024 GB,0 GB,Mac,64-bit,0,Casual,16.2,1,No,No,309990,329900,6,5,3,1
678,APPLE,MacBook,M1,M1,10th,16 GB,DDR4,1024 GB,0 GB,Mac,64-bit,0,Casual,14.2,1,No,No,225990,239900,5,4.8,42,8
679,DELL,G7,Intel,GeForce RTX,10th,8 GB,LPDDR4,0 GB,512 GB,DOS,32-bit,8,Casual,15.6,0,No,No,179990,227250,20,4.5,17,2
680,acer,Missing,Intel,Genuine Windows,10th,4 GB,DDR4,128 GB,0 GB,DOS,32-bit,4,Casual,Missing,0,No,No,116640,0,0,0,0,0
681,acer,Predator,Intel,Genuine Windows,10th,4 GB,DDR4,0 GB,512 GB,DOS,32-bit,4,Casual,Missing,0,No,No,129999,0,0,4.5,3227,693
682,ASUS,ASUS,Intel,Pentium Quad,Missing,4 GB,LPDDR4X,0 GB,512 GB,Windows,64-bit,0,Casual,Missing,0,No,No,45990,57990,20,0,0,0
683,iball,CompBook,Intel,Pentium Quad,Missing,4 GB,DDR3,0 GB,512 GB,Windows,64-bit,0,Casual,Missing,0,No,No,13990,19999,30,3.8,1218,209
684,ASUS,Pentium,Intel,Pentium Quad,Missing,4 GB,DDR4,128 GB,0 GB,Windows,32-bit,0,Casual,Missing,0,Yes,No,58100,69500,16,0,0,0
685,ASUS,ASUS,Intel,Pentium Quad,Missing,8 GB,LPDDR4X,256 GB,0 GB,Windows,64-bit,0,Casual,13.3,1,Yes,No,62990,78990,20,0,0,0
686,HP,Pentium,Intel,Pentium Quad,Missing,8 GB,DDR4,256 GB,0 GB,Windows,64-bit,0,ThinNlight,14,1,No,Yes,32990,36865,10,4.1,77,9
687,ASUS,VivoBook,Intel,Pentium Quad,Missing,4 GB,DDR4,256 GB,0 GB,Windows,64-bit,0,ThinNlight,Missing,1,No,Yes,33990,39990,15,4.3,6,0
688,acer,Extensa,Intel,Pentium Quad,Missing,4 GB,DDR4,256 GB,0 GB,Windows,64-bit,0,Casual,Missing,1,No,No,30990,34990,11,4.2,465,89
689,DELL,Inspiron,Intel,Pentium Quad,Missing,4 GB,DDR4,256 GB,0 GB,Windows,64-bit,0,ThinNlight,Missing,1,No,No,36000,43000,16,4.3,102,16
690,ASUS,VivoBook,Intel,Pentium Quad,Missing,4 GB,DDR4,256 GB,0 GB,Windows,64-bit,0,ThinNlight,Missing,1,No,Yes,32990,39990,17,4.3,7,1
691,DELL,Inspiron,Intel,Pentium Quad,Missing,4 GB,DDR4,256 GB,0 GB,Windows,64-bit,0,Casual,15.6,1,No,No,35990,40000,10,0,0,0
692,ASUS,Pentium,Intel,Pentium Quad,Missing,4 GB,LPDDR4,0 GB,1024 GB,Windows,64-bit,0,Casual,15.6,0,No,No,27990,33990,17,0,0,0
693,ASUS,Pentium,Intel,Pentium Quad,Missing,4 GB,DDR4,0 GB,1024 GB,Windows,64-bit,0,Casual,15.6,1,No,No,25990,40108,35,3.7,4741,658
694,ASUS,Pentium,Intel,Pentium Quad,Missing,4 GB,DDR4,0 GB,1024 GB,Windows,64-bit,0,Casual,15.6,1,No,No,25990,30990,16,3.8,2736,350
695,ASUS,Asus,Intel,Pentium Quad,Missing,4 GB,DDR4,0 GB,1024 GB,Windows,64-bit,0,Casual,15.6,0,No,No,30780,36990,16,0,0,0
696,ASUS,VivoBook,Intel,Pentium Silver,Missing,4 GB,DDR4,256 GB,0 GB,Windows,64-bit,0,ThinNlight,14,0,No,No,29990,38990,23,4,36,3
697,ASUS,EeeBook,Intel,Pentium Silver,Missing,4 GB,DDR4,256 GB,0 GB,Windows,64-bit,0,ThinNlight,Missing,0,No,No,31990,40990,21,3.8,5,0
698,Lenovo,Legion,Intel,Genuine Windows,10th,4 GB,DDR4,0 GB,512 GB,DOS,32-bit,4,Casual,Missing,0,No,No,77890,110890,29,4.4,208,57
699,HP,Ryzen,AMD,Ryzen 3,Missing,8 GB,DDR4,256 GB,0 GB,Windows,64-bit,0,ThinNlight,15.6,1,No,No,37990,46055,17,4.3,2214,241
700,ASUS,Ryzen,AMD,Ryzen 3,Missing,8 GB,DDR4,256 GB,0 GB,Windows,64-bit,0,ThinNlight,15.6,1,No,No,35990,46990,23,4.3,2886,375
701,DELL,Inspiron,AMD,Ryzen 3,Missing,8 GB,DDR4,256 GB,0 GB,Windows,64-bit,0,ThinNlight,15.6,0,No,No,39490,49714,20,4.3,34,4
702,DELL,Inspiron,AMD,Ryzen 3,Missing,8 GB,DDR4,256 GB,0 GB,Windows,64-bit,0,ThinNlight,14.96,0,No,No,36990,50586,26,4.2,137,15
703,DELL,Ryzen,AMD,Ryzen 3,Missing,8 GB,DDR4,256 GB,0 GB,Windows,64-bit,0,ThinNlight,15.6,1,No,No,39990,53640,25,4.6,7,0
704,ASUS,Ryzen,AMD,Ryzen 3,Missing,4 GB,DDR4,256 GB,0 GB,Windows,64-bit,0,ThinNlight,15.6,1,No,No,33690,37990,11,4.2,170,26
705,DELL,Inspiron,AMD,Ryzen 3,Missing,8 GB,DDR4,256 GB,0 GB,Windows,64-bit,0,ThinNlight,15.6,0,No,No,40590,50132,19,0,0,0
706,ASUS,VivoBook,AMD,Ryzen 3,Missing,4 GB,DDR4,256 GB,0 GB,Windows,64-bit,0,Casual,Missing,1,No,No,37990,46990,19,4.2,39,3
707,ASUS,VivoBook,AMD,Ryzen 3,Missing,4 GB,DDR4,256 GB,0 GB,Windows,64-bit,0,ThinNlight,Missing,1,No,Yes,34500,42990,19,4.3,2886,375
708,acer,Aspire,AMD,Ryzen 3,Missing,8 GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,15.6,1,No,No,36990,44999,17,4.6,11,2
709,HP,Ryzen,AMD,Ryzen 3,Missing,8 GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,14,0,No,No,43490,52990,17,4.6,163,33
710,HP,Ryzen,AMD,Ryzen 3,Missing,8 GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,15.6,1,No,Yes,41490,51748,19,4.2,153,21
711,acer,Aspire,AMD,Ryzen 3,Missing,4 GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,15.6,0,No,No,34990,42999,18,0,0,0
712,HP,15s,AMD,Ryzen 3,Missing,4 GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,Missing,1,No,Yes,44490,49000,9,4.3,267,42
713,DELL,Vostro,AMD,Ryzen 3,Missing,4 GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,Missing,0,No,No,40590,51105,20,0,0,0
714,DELL,Inspiron,AMD,Ryzen 3,Missing,8 GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,15.6,0,No,No,42090,56771,25,3.3,3,0
715,DELL,Vostro,AMD,Ryzen 3,Missing,8 GB,DDR4,0 GB,1024 GB,Windows,64-bit,0,ThinNlight,14,1,No,Yes,35990,50651,28,4.1,59,12
716,HP,15s,AMD,Ryzen 3,Missing,8 GB,DDR4,0 GB,1024 GB,Windows,64-bit,0,ThinNlight,15.6,1,No,Yes,39490,40957,3,4.2,7291,895
717,DELL,Inspiron,AMD,Ryzen 3,Missing,8 GB,DDR4,0 GB,1024 GB,Windows,64-bit,0,ThinNlight,15.6,0,No,No,37390,50149,25,4.2,38,5
718,DELL,Inspiron,AMD,Ryzen 3,Missing,4 GB,DDR4,0 GB,1024 GB,Windows,64-bit,0,ThinNlight,Missing,1,No,Yes,52632,0,0,0,0,0
719,DELL,Inspiron,AMD,Ryzen 3,Missing,4 GB,DDR4,0 GB,1024 GB,Windows,64-bit,0,Casual,Missing,1,No,Yes,39990,49613,19,4.1,409,39
720,DELL,DELL,AMD,Ryzen 3,Missing,4 GB,DDR4,0 GB,1024 GB,Windows,64-bit,0,Casual,Missing,1,No,No,43990,49999,12,0,0,0
721,HP,15q,AMD,Ryzen 3,Missing,4 GB,DDR4,0 GB,1024 GB,Windows,64-bit,0,Casual,15.6,1,No,No,32917,0,0,4,353,58
