"user_id","rcp_sno","rating"
25,4442833,5
38,6924357,4
2,6885127,5
34,6834412,5
10,4741425,5
72,6842697,4
72,5694692,5
34,6839928,4
68,6888587,4
10,6892323,5
12,6873002,5
28,2475700,4
16,6876731,5
4,6888587,4
12,6880037,4
86,6888373,5
14,6842697,5
4,6885127,5
78,6836214,4
72,1395916,4
16,4653357,5
15,5694692,4
38,6845071,5
12,5354881,4
56,5421184,4
10,4653357,5
68,3188369,4
56,6812170,5
21,2475700,5
25,6859329,5
68,5694692,4
47,5265509,5
34,5354881,4
86,6837388,5
10,5159297,4
68,6868060,5
23,6832932,4
78,4741425,5
6,3149376,4
72,4794284,4
73,6829781,4
68,5904414,5
12,6831806,4
47,6840867,4
37,6874149,4
47,6835277,5
25,4154604,4
28,6780168,5
81,6869157,4
81,6834288,5
86,6657449,4
56,6834536,5
37,4627147,5
23,6837388,5
15,5904414,4
18,6884639,4
28,6911011,4
4,6869157,5
57,6895316,5
10,4606196,5
56,6853112,5
2,6892323,5
15,5570383,5
37,3299499,5
56,5570383,4
38,5782452,5
68,4154604,5
10,5354881,5
25,6836827,4
23,5904414,5
43,6834412,5
72,5776079,5
12,5904414,4
86,2541809,5
49,6657449,4
14,6880037,4
22,6841120,5
68,6837388,4
22,6873002,5
18,3149376,5
14,5060289,4
23,6869157,4
21,6829476,5
86,6868060,5
10,6834751,4
43,4741425,4
73,3450138,5
49,6924357,5
16,5570383,5
4,5362054,4
37,6884639,5
73,1660628,5
37,4803712,4
28,6888373,4
34,4545050,4
34,4442833,4
37,1660628,5
22,4900066,5
22,4518328,4
12,6218197,5
14,6831806,4
73,5782452,5
37,1118095,4
47,3153237,5
38,6834459,5
73,6845071,4
56,6888373,5
78,6839928,5
16,6834288,5
43,6924357,5
23,4606196,4
25,4545050,5
6,6218197,5
28,6836737,4
14,5570383,4
73,6835147,5
34,6829476,5
73,6834751,4
21,6924357,5
43,3149376,4
37,5636913,5
12,2614878,5
6,6834288,5
81,4794284,5
18,6868060,4
25,5060289,5
34,5776079,4
34,6834459,4
23,1660628,5
56,6516249,4
2,6836737,4
73,6873916,5
41,4803712,4
41,3224104,4
23,4900066,4
28,6834536,5
25,4590236,4
22,6836737,5
37,6888587,4
43,2614878,5
21,3224104,4
43,6880037,5
57,4900066,5
72,5455956,5
56,6835147,5
22,6876731,5
86,4545050,4
16,6780168,4
41,6858524,5
6,5455956,5
38,6835147,4
73,5159297,5
23,3450138,4
16,6875324,5
6,6884639,5
41,5060289,4
6,6834536,5
22,5354881,5
57,6835277,4
25,3224104,4
34,6850368,4
21,6880037,5
25,6911011,4
22,6516249,5
72,2614878,4
56,4154604,5
6,5159297,4
4,6834751,4
22,3224104,5
72,6434463,4
57,1660628,4
81,6885127,4
10,6836737,4
21,6829133,5
14,6839928,5
86,6835277,4
37,4518328,5
86,6845071,4
72,6834751,4
43,6829133,5
25,4644263,4
41,5265509,4
14,4653357,4
43,6911011,5
21,6344847,5
12,6885127,4
16,3188369,4
15,5406628,4
16,6911011,5
23,4644263,5
21,4545050,4
78,6874149,4
18,6911011,4
15,4794284,4
86,6829781,5
68,5159297,4
34,5419657,4
6,3188369,4
39,5206151,5
100,4583844,4
23,6887629,4
35,6887488,5
31,5677244,5
3,3639912,4
92,5379468,5
13,3283538,4
66,6899062,4
18,6892508,4
39,4621125,5
12,2449608,4
35,6410789,5
35,4621125,4
16,4630659,5
8,6852193,4
12,6872917,5
92,6864952,5
13,6859631,4
66,4630659,4
9,6833719,5
33,6883920,5
17,6097823,5
67,6840948,5
83,6858424,4
59,4509201,5
16,6865762,4
37,4480750,4
17,6840948,4
30,6097823,4
59,6868018,5
37,4931244,4
100,6869657,5
16,4746373,4
35,6834677,5
41,5153371,5
80,3329717,5
17,6836440,5
62,6868018,5
100,6852193,5
41,6840217,4
92,6850847,4
23,6863682,4
98,6889273,5
31,2469204,5
9,2632999,4
13,6863682,4
8,4483838,4
59,6847328,4
83,6833933,4
9,6869657,4
31,6887488,5
50,6864292,4
80,4176661,5
92,5368709,5
74,6864833,5
92,4301367,5
59,4436323,5
12,6838645,5
16,6865767,4
39,6873085,5
67,4480750,4
33,5368061,4
31,6897337,4
39,3807316,5
12,6854292,5
30,6847802,5
80,6901416,5
3,6895266,5
31,4176661,5
16,4371774,4
66,6883227,4
12,6834570,5
12,6869657,4
98,4931244,4
31,4891744,5
100,6833933,5
65,6851844,5
41,5760501,5
100,6831733,5
62,6854292,5
1,3527092,4
4,6886360,5
65,6831876,4
8,4746373,4
39,4478121,4
13,6835153,5
66,6872969,5
35,6830006,4
23,6865767,5
31,6862543,4
50,6841807,4
59,6712252,4
50,5276936,4
98,6840217,4
33,5276936,4
16,6851628,4
62,6097823,5
9,6845120,5
92,6876755,5
30,6835072,4
41,4441711,5
37,6865649,4
74,6897337,4
50,6831876,4
31,4510631,4
83,5368709,4
17,5037358,4
50,6884680,4
12,3329717,5
74,6882172,4
3,6839171,4
13,4529642,5
50,4601481,5
16,6847802,4
80,5002469,5
9,6410789,4
12,6882208,5
4,6840217,4
66,6884393,5
50,3207688,4
1,6876755,4
92,1449593,4
12,5760501,4
67,6865767,5
4,6833719,5
37,6870837,5
39,6712252,5
66,5765377,4
4,6831161,5
33,1718792,4
98,6914266,5
50,6547046,4
100,6839171,4
65,6850847,4
9,4746373,5
50,6883491,4
8,4176661,5
31,6850847,5
59,5002469,5
65,6865649,4
100,6883026,5
17,6854013,4
1,6873395,4
67,6890493,5
16,6906549,5
18,6839156,5
62,6883920,4
23,6904552,5
83,3807316,5
4,2632999,4
1,6852599,5
9,6847802,5
50,4399814,4
16,6879826,5
3,5691635,5
4,6835072,4
98,6883968,5
13,6712369,5
18,5765377,5
23,5206151,5
16,5246630,4
83,6868903,5
66,4510631,4
80,6859137,5
18,5671435,5
100,6836440,4
50,6883920,5
39,5637141,4
50,6876144,5
98,1775942,4
92,6858080,5
100,4399814,4
80,4529642,5
65,6865727,4
65,6850414,4
3,4661745,4
59,6873085,5
92,5037358,5
80,6872969,5
83,4371774,5
67,6843418,5
1,4480750,5
66,6866923,5
62,4509183,4
1,6864292,5
83,6040378,5
74,6899062,5
39,6829103,5
4,6883227,5
59,4630659,4
62,6868903,4
18,6831020,5
30,5379468,5
23,6863585,5
50,5414018,4
13,6905678,4
1,3531151,5
30,6884393,5
1,6757244,5
4,1449603,4
98,6880312,5
98,6894538,5
12,6873085,4
98,4800702,4
1,6835072,5
37,6894538,5
98,6873395,4
39,6883968,4
3,6905536,4
1,2625139,4
16,6874300,4
16,4399814,5
39,4864147,4
4,4529642,4
13,6862543,5
13,6899062,5
31,6847891,4
65,6870837,5
23,4483838,5
41,6890486,5
39,5379468,5
16,6882208,5
67,6905678,4
50,6865762,5
67,1577999,5
35,4510631,5
41,3673946,5
80,6869657,5
50,5559539,5
65,6910953,5
92,5276936,5
1,4574279,5
3,6879826,4
100,5637141,5
3,5379468,5
4,6097823,5
17,6757244,5
23,6830006,5
9,6864335,5
16,6873085,4
80,6040378,4
9,6847328,5
62,6040378,5
65,4484207,5
30,6865385,5
3,6859631,4
59,6870837,5
18,6906549,5
83,6876755,4
3,6894538,4
39,6859678,5
62,6870837,5
18,3308920,5
37,3329717,4
59,4574556,4
62,4891744,4
12,6905678,4
23,6914266,4
41,4690847,5
16,6831789,4
80,4857531,4
65,3673946,4
30,5405199,4
37,5691635,5
3,6890493,4
1,1718792,5
30,3207688,4
1,4601481,5
80,6859739,4
35,6876755,5
30,6864833,4
35,4786508,5
37,4441711,5
23,6873395,5
9,3527092,5
16,6897337,5
67,5559539,4
62,6887015,5
23,5368061,5
98,6858424,5
3,6863294,5
1,6922433,4
65,2449608,4
39,1449593,4
35,4800702,5
8,6847802,5
8,6864215,5
39,5920769,4
33,6922433,5
37,6835072,5
50,5248437,5
80,1577999,5
31,6834677,5
17,5776830,4
30,6874300,4
66,6846842,5
41,4621125,4
8,5543066,4
18,6873395,5
66,6886360,5
65,4931244,5
18,6865385,4
80,3807316,4
98,6844310,5
9,6831161,4
39,4436323,5
83,6834677,5
39,6403526,5
50,4529642,4
1,6883026,5
83,6843418,4
67,6838645,5
100,1449603,4
13,6883920,4
59,6907137,5
13,6097823,5
100,6851844,4
92,4550270,4
41,6864335,4
30,6876755,5
80,6873085,4
17,4550270,4
4,5037358,5
9,6831733,4
13,6829760,4
16,6839156,5
66,6835072,5
80,6831733,4
37,6874300,4
37,6873894,4
100,6864833,4
16,4864147,5
100,2625139,4
23,6835707,4
31,6905678,5
67,5897014,5
12,654941,5
35,5368709,4
37,6864335,4
30,1777992,4
8,6859739,4
31,6886360,5
33,4652298,4
30,6831876,5
18,6847328,5
3,6831161,5
18,2482777,5
35,6834570,5
66,5543066,5
31,6847802,5
66,3283538,5
9,5414018,4
4,6883708,5
62,5219398,4
66,6410789,4
30,6829760,4
80,6873395,4
16,4878562,5
59,6901348,5
100,6831161,5
3,3673946,4
83,6904107,5
17,6891285,4
17,6860701,4
59,6829760,5
23,6851628,5
100,6873395,5
35,6883708,5
92,6865649,4
4,6842991,5
66,6887629,4
65,4661745,4
74,6839156,5
62,4661745,4
17,6850441,5
4,6864833,5
98,6834677,5
16,6864833,5
13,6831020,4
67,6829153,5
18,6865444,5
74,6887488,4
59,3651320,5
23,6869657,4
37,6839171,4
39,5344852,5
16,6840217,4
65,2625139,5
35,6887015,5
1,6884680,4
16,1718792,4
100,6883491,5
92,6836718,5
80,1449603,5
74,6833719,4
65,6863294,4
12,6836718,4
100,4724501,4
66,6865762,5
50,6840948,5
30,6547046,5
31,6834570,4
12,6883491,5
13,2579151,4
17,5559539,4
92,6895266,5
9,6850414,5
74,5368061,4
62,6844310,5
41,6883026,4
98,6852193,4
18,6858080,5
33,6869208,5
33,6887015,5
66,5405199,5
33,4621125,4
80,6852249,5
8,4509201,5
23,4510870,5
33,6829760,4
31,6833933,4
8,4724501,5
18,5248437,4
18,4786508,4
30,6864335,5
18,6854013,4
74,6836440,4
1,6847328,5
39,5007191,5
39,4661745,5
50,3531151,4
12,4786508,4
59,6894367,4
66,4583844,4
4,6869208,4
13,6850847,5
92,6410789,4
62,4878562,5
37,6835707,5
50,6866021,4
12,6906549,4
30,2469204,4
74,2449608,4
1,3523153,5
4,3307368,5
13,5677244,5
83,3523153,5
9,6886360,4
16,6097823,5
37,4583844,4
80,6863682,4
17,5637141,5
16,6843418,4
12,6905536,5
65,6852599,4
18,2449608,5
50,6887488,5
23,3639912,5
59,2632999,5
66,6868903,4
13,6864952,5
98,6865444,4
74,6887629,4
74,6862543,5
67,6887629,5
74,6852599,4
33,5002469,4
3,6840948,5
35,5677244,4
39,2632999,4
30,6863241,5
30,6856752,4
65,3278025,5
8,4509183,5
39,4746373,5
33,6839171,5
37,4301367,5
17,1775942,4
59,4371774,4
17,6859764,5
31,1668771,4
50,6906549,5
30,5037358,5
39,6859137,4
3,6840217,4
33,6866923,5
59,6859678,5
23,4445176,4
16,6859739,4
8,6850414,5
16,6882172,5
8,5344852,5
18,6841807,4
35,6867669,5
35,4864147,5
50,6851628,4
8,4601481,4
39,6547046,5
98,4441711,4
74,6922433,5
18,6901416,4
17,4891744,4
39,6836718,5
31,6864215,4
4,2625139,5
30,3329717,5
3,3307368,4
31,6829153,5
17,5368061,4
13,4262273,4
37,2449608,5
74,6846842,4
98,6907137,4
74,6854013,4
16,6852249,4
62,6889273,4
9,6858080,4
39,6901348,5
83,6905992,4
9,5671435,5
18,6859764,5
67,6851844,5
37,6907137,4
80,6914266,5
3,6870837,5
100,6856752,4
41,6903688,4
3,4445176,4
4,6829760,4
37,6843103,4
8,6870837,5
18,6834677,5
41,5414018,5
3,5543066,4
65,6833719,5
62,6843418,5
17,6829760,5
31,4550270,5
67,4786508,5
33,5219398,4
12,6850441,4
83,3531151,5
83,6065470,5
13,6883708,4
37,6852193,4
98,5405199,4
83,6884393,5
100,6850441,5
62,6864292,5
31,6851844,5
59,6547046,4
4,4509201,5
35,6836440,4
8,6831161,4
98,6847802,5
8,6840948,4
1,5685159,4
62,4756540,5
37,6864952,5
62,5776830,4
59,4176661,5
17,6868903,4
16,4084872,4
3,4864147,5
100,6410789,4
23,6863294,5
23,6894538,4
98,6887015,5
50,4084872,5
30,6895725,4
39,6863241,4
80,6906549,4
30,5276936,4
31,6860701,4
65,6901416,4
16,6833719,4
35,5883774,4
37,6869781,4
92,6833719,4
37,6851844,5
9,6856936,4
17,3531151,4
33,3329717,5
16,6852113,5
92,6846842,5
33,6831789,4
17,6410789,4
41,6865385,4
35,5414018,4
4,6887488,4
92,5685159,5
16,4891744,4
4,5414018,5
80,6839171,5
62,4574556,4
62,6547046,5
39,1775942,5
13,6866021,5
9,1668771,4
18,6883491,4
33,6839156,5
62,4484207,4
18,6876755,5
17,1973282,4
83,1718792,5
83,6831733,5
67,6889273,5
30,5637141,4
65,6876144,5
65,6859137,5
74,6891285,4
83,4746373,4
1,6040378,4
62,3523153,5
67,5883774,4
74,4509183,4
18,6859739,4
37,6836440,4
80,2482777,4
50,6040378,5
37,6097823,4
12,6843418,4
13,6873395,4
8,1718792,4
83,6883491,5
16,6901348,5
65,6894538,5
41,6757244,5
35,6835707,4
31,6410789,4
100,6901416,5
23,6833933,5
17,6829256,4
8,5920769,5
31,6065470,4
4,4441711,5
16,4480750,5
80,6897337,5
30,4509183,5
3,6873395,4
12,6840217,5
80,4601481,5
59,6903289,4
23,6890486,5
3,6850414,5
80,6901348,5
50,3283538,4
1,6867599,4
35,3329717,4
67,6833719,4
9,6891285,5
80,4445176,5
92,4601481,4
35,6831733,5
67,6883920,4
92,3283538,5
12,3308920,4
30,6863294,4
1,2482777,4
8,6880312,4
23,6864215,5
98,6901348,4
17,6835072,5
39,6863295,5
17,6880312,5
83,6839156,4
35,6883968,5
92,4630659,5
100,4756540,4
67,4176661,4
13,6850414,4
12,6851628,5
66,4510870,5
18,6868018,4
74,5414018,4
3,4441711,5
98,5344852,4
50,6757244,4
74,6864952,5
1,6864833,4
80,6838645,4
35,6851844,4
74,5677244,4
39,5037358,5
30,4931244,4
74,6850414,4
37,6880312,5
65,6834570,5
98,4484207,4
100,4864147,4
17,6905992,5
9,1775942,5
83,6894538,4
65,6829153,5
67,6863295,5
1,6863682,4
33,6905678,4
18,6856936,4
65,6907137,5
31,6865385,4
23,6865309,5
50,5671435,4
4,6852193,4
30,6851844,5
62,4461858,5
18,6859678,5
62,1775942,4
8,5392844,5
62,6882447,4
53,6827888,5
35,2017454,4
73,6868502,5
23,6830334,4
88,5681369,4
75,3352844,4
62,6917038,4
62,5698232,5
73,6857481,5
88,5693203,5
22,5681369,4
8,6830334,5
53,6882447,4
88,6832566,4
33,6874487,4
23,5681369,5
35,6857658,4
22,3352844,5
4,2476592,4
12,1800517,5
53,6856629,5
23,6833880,5
23,2501828,5
8,6846071,4
92,6904249,5
33,6917038,5
8,6851413,5
62,6833880,5
22,4419153,4
22,2628780,4
22,4528234,5
87,6544221,5
31,6846071,4
33,5552273,4
33,6904249,5
88,4409043,5
92,4409043,4
12,2628780,4
23,3239854,4
92,6856629,4
23,6827888,5
31,2476592,5
73,6853696,4
4,6832566,5
88,6832807,4
87,6917038,5
33,6857278,4
92,1800517,4
31,6862206,4
73,6832807,5
87,5693203,4
12,6841118,4
53,6851413,4
31,6857278,4
87,6837684,4
31,3352844,4
92,6917038,4
4,6853696,5
92,6830334,5
53,4533078,4
23,6857278,5
73,4364773,5
21,1224291,5
23,6854351,4
53,6857658,5
88,5392844,4
31,4419153,4
35,5552273,5
75,1224291,5
21,6544221,5
84,6868502,5
88,6862753,5
35,6865060,5
87,6846071,5
4,6837684,5
87,4419153,5
87,6874686,4
31,4271732,4
23,6831706,4
92,6827888,5
88,6827888,5
23,1800517,5
12,5307683,5
84,6830334,5
62,6832566,4
88,6874686,4
92,6839444,4
31,6856629,4
12,4409043,5
75,5693203,5
8,3352844,4
62,3352844,5
4,6868502,4
84,6827888,5
31,6865060,4
84,6846071,4
73,4533078,5
35,6832807,4
4,5130204,5
21,4568043,5
23,6904249,5
73,6904249,4
62,1224291,5
8,5741025,4
87,5552273,5
4,4528234,4
87,5741025,4
4,6833401,4
73,4419153,5
33,6854351,4
92,5423892,4
12,4528234,5
75,6857278,4
62,2501828,4
73,6831706,5
87,6904249,4
21,6865060,4
21,3352844,5
12,4090829,5
75,6832807,5
84,5423892,4
62,6837684,4
88,6857658,4
21,6841118,5
75,6878024,4
84,6882447,4
73,1224291,4
62,5130204,5
53,4419153,5
8,5130204,4
8,6832566,5
88,6857481,5
84,2501828,4
35,5698232,4
4,6857658,4
33,6882447,5
4,4090829,4
35,4271732,5
88,6885051,4
75,6857658,4
33,6831706,5
4,5741025,5
4,6862753,5
87,5130204,4
87,2017454,4
84,5693203,4
62,4533078,4
33,6877436,4
23,6838519,4
31,6851413,4
35,4568043,4
84,1800517,4
21,3239854,4
88,4271732,4
88,5307683,4
35,5423892,4
53,1224291,4
12,4568043,4
35,5693203,5
23,6862206,5
73,2017454,5
21,6837684,5
4,6830334,4
62,6841118,4
8,6877436,4
88,6544221,4
4,6832807,4
73,6851413,5
12,6904249,5
73,5130204,5
8,6868502,5
62,6862753,4
23,4533078,5
31,6879808,4
75,6868502,5
22,6874686,4
62,4409043,5
22,3239854,4
12,5392844,4
23,6865060,4
62,6830334,4
12,6827888,5
88,6838519,4
75,2628780,5
92,6851413,4
23,6862753,4
33,4528234,5
22,6917038,5
35,6833880,4
31,6832807,4
35,6882447,4
84,6904249,5
53,5681369,4
21,6885051,5
62,5307683,5
73,6885051,5
4,6862206,4
62,5741025,5
8,4568043,4
88,5130204,5
53,6854351,5
31,4090829,5
35,6885051,4
84,6837684,5
4,4271732,5
4,6865060,4
35,6904249,4
21,6831706,5
4,4533078,5
12,6882447,5
35,6851413,5
53,6868502,4
33,1224291,4
12,4419153,5
92,2628780,4
35,4409043,4
62,6831706,5
53,6879808,4
12,5698232,5
8,6874686,5
22,6865060,5
92,6837684,5
33,5693203,4
35,5307683,4
35,6877436,5
22,4090829,5
88,6831706,4
8,2017454,4
53,5698232,4
88,6830334,5
62,4364773,4
8,3239854,4
21,4364773,4
88,6841118,4
35,4419153,5
4,6854351,5
87,4568043,4
33,4409043,5
31,5130204,5
31,6854351,5
8,1800517,5
12,6832566,4
92,4090829,4
12,4364773,5
12,2501828,4
75,5552273,4
53,4409043,4
73,6874686,5
31,6544221,5
23,6841118,4
22,4364773,5
75,4364773,4
84,2476592,4
31,5392844,4
4,6857278,5
62,3239854,5
12,6857481,4
87,5698232,4
73,5423892,5
75,6856629,4
23,5423892,4
31,4528234,5
31,6917038,4
31,6830334,4
87,6885051,5
62,6857658,4
92,6868502,5
4,2628780,4
35,6833401,5
12,5741025,4
75,6846071,5
22,6857658,4
22,6838519,4
23,4090829,5
21,6878024,4
33,6868502,5
84,1224291,5
4,6544221,4
33,6857481,4
87,6832807,4
87,6874487,5
75,5741025,5
87,6877436,4
22,6853696,5
75,6832566,5
22,6857278,4
73,6877436,5
84,6917038,4
21,6854351,5
35,6841118,4
8,6833401,5
12,6831706,5
53,6831706,4
33,6885051,5
33,4419153,4
4,5392844,4
31,4409043,5
8,1224291,4
12,6832807,4
33,6851413,5
62,6827888,4
33,6862206,5
92,5693203,4
87,6839444,5
92,5552273,4
92,5681369,5
88,4364773,5
8,6885051,4
35,3352844,4
88,6874487,4
35,6874686,5
23,6885051,4
88,6877436,5
4,6846071,4
84,6831706,4
8,5423892,4
62,6862206,5
75,6831706,4
23,5130204,5
33,6833880,4
23,1224291,4
4,6878024,5
22,6885051,4
23,6882447,4
4,5307683,4
8,6857481,5
22,6868502,4
62,6856629,4
35,6862206,4
53,6857481,4
35,6838519,4
8,6853696,4
53,6874686,5
53,3352844,5
88,6865060,4
4,6838519,4
84,6885051,4
33,5130204,5
21,6846071,4
35,6827888,4
88,6837684,5
12,6874487,5
53,6544221,5
75,2476592,4
33,6838519,4
87,2501828,4
35,6544221,5
33,5741025,4
92,6832807,4
92,6833401,4
8,6857658,4
22,4533078,5
23,5698232,5
4,2017454,4
21,6838519,4
4,6874686,4
4,6851413,5
62,4419153,5
75,6874686,5
75,6838519,4
53,5130204,4
21,6832566,5
75,4271732,5
8,6879808,4
31,1800517,4
75,4419153,4
8,5552273,5
53,6837684,4
53,4568043,4
84,5698232,4
23,5392844,4
22,6878024,5
53,6833401,4
53,6830334,4
33,4364773,5
21,6857278,5
73,6838519,4
12,3239854,5
75,6885051,4
4,6831706,4
35,4364773,5
62,4271732,5
23,5307683,4
8,6854351,4
73,5307683,5
53,5693203,4
84,6878024,5
22,6877436,4
84,2017454,4
23,6839444,4
21,6856629,4
75,6544221,5
21,4528234,4
22,6837684,5
62,6878024,5
75,6862206,5
84,5392844,5
84,5130204,4
62,4528234,5
73,6544221,4
22,6854351,5
21,5423892,5
75,6837684,4
8,4090829,5
12,6838519,4
22,6544221,4
33,6856629,4
4,6856629,4
53,3239854,5
87,4364773,5
62,4090829,5
23,2628780,5
31,6853696,4
33,2017454,4
4,4364773,4
8,4533078,4
87,4528234,4
8,6874487,4
73,6857278,5
33,3239854,5
31,6857658,5
87,1224291,5
53,6865060,5
92,6878024,5
88,6904249,4
22,6874487,5
22,2501828,5
92,5741025,5
87,6879808,5
23,2017454,5
84,6879808,5
62,5693203,5
84,6857481,5
22,5693203,5
73,4568043,4
4,5698232,5
87,1800517,4
33,2628780,4
92,6879808,4
87,4090829,4
87,4271732,5
31,6833880,4
33,6544221,4
75,4528234,4
4,6833880,4
88,4528234,4
23,6917038,5
8,5698232,5
84,2628780,5
88,4090829,4
35,5392844,5
8,6832807,4
33,6879808,5
33,6839444,4
21,4419153,4
23,5552273,5
33,4271732,4
21,1800517,5
12,6856629,5
73,2501828,4
22,5307683,5
84,6857658,5
12,6833880,4
33,6846071,5
53,1800517,5
23,4364773,4
21,5307683,4
84,6874487,5
22,5423892,4
23,6877436,4
53,6838519,5
21,6827888,5
92,6846071,5
75,2017454,4
21,5741025,4
73,6833401,4
62,6865060,5
21,5552273,4
21,2628780,5
62,4568043,4
12,3352844,4
73,4090829,4
75,6857481,4
75,5423892,4
88,6833401,4
84,6862206,4
31,6827888,5
12,2017454,4
21,6874686,4
62,1800517,4
35,1224291,5
35,2501828,4
73,6854351,4
12,6854351,5
23,6878024,4
84,3239854,4
33,6857658,4
12,5423892,5
84,6839444,5
4,6904249,5
92,4271732,5
73,6837684,4
31,6838519,5
73,6833880,4
31,6833401,5
84,6832566,5
75,1800517,4
53,6839444,5
35,6837684,5
22,4271732,4
22,6841118,5
31,6857481,4
53,6885051,4
8,2628780,5
84,5741025,4
22,6846071,4
21,6851413,5
75,6833880,5
62,5392844,4
5,3865863,5
5,6835836,5
5,6856670,4
30,6867671,4
61,6907516,5
70,6871515,5
6,4990519,4
70,6878598,5
6,6831877,5
5,5521077,5
70,6892075,5
76,5211180,5
70,6876435,5
30,6854686,4
6,6850322,5
27,6850654,5
72,5037555,4
61,6871849,4
70,6844048,5
27,6878598,5
6,3923303,4
61,3923303,4
61,6887693,5
27,2737364,4
76,6844048,5
6,6869948,5
5,5375808,4
76,6800364,4
81,3311656,5
61,4142822,5
36,4820001,5
5,6852095,5
30,6873025,4
70,5983553,4
5,6887693,4
81,4744982,4
30,6873455,4
76,6869948,5
81,6876577,5
78,6878598,5
30,6847477,4
27,6869989,5
27,5211180,4
70,6887693,4
72,5066063,4
27,6867671,4
78,6867671,4
30,4956617,5
36,6880336,4
36,4338110,5
30,6907516,5
72,1873526,5
70,6839048,4
76,6869989,5
5,6868942,4
78,6897385,5
72,2707748,4
5,6872481,5
76,6888054,5
72,6850322,5
5,6871849,5
36,4744982,4
78,6874301,4
27,4142822,4
76,6858798,5
78,4956617,4
61,6874301,5
5,6851629,5
6,4668036,5
61,6872854,4
70,6874301,4
36,1060230,5
27,6851629,5
81,4399908,5
61,6800364,5
76,3865863,5
81,6856670,5
5,6858798,5
5,4820001,5
76,6830161,5
5,6881358,4
81,6892075,5
5,6865049,4
36,6881358,4
30,6831877,4
6,6874301,4
27,3311656,5
61,4429673,4
72,1060230,5
6,6850654,4
81,5066063,5
30,5066063,5
6,6876577,4
30,6878598,5
30,6839048,5
70,6873682,4
61,6850654,5
78,6847067,5
36,5211180,5
72,6872481,4
72,4668036,5
76,4985811,4
6,6869989,5
81,6800364,5
5,6874020,4
6,6874392,5
27,6840951,4
61,6886713,5
76,6886534,4
78,2707748,4
70,6854686,4
70,6871849,5
5,6850322,4
5,6851158,4
36,6830161,4
70,6873025,5
6,6873397,4
78,4142822,5
72,6897385,5
6,6836197,5
30,6890860,5
70,6865049,4
76,6856670,4
70,4990519,4
81,5521077,5
72,2737364,5
81,4956617,4
78,2659680,5
76,4668036,5
6,6847067,5
30,4429673,5
78,6870454,5
76,6883981,4
81,5375808,4
30,4990519,5
30,3923303,4
81,2707748,5
76,5521077,5
27,6865049,4
81,6070289,4
70,6830161,5
81,4668036,4
72,6852095,4
30,6847067,4
36,3923303,4
30,6870454,5
6,6876435,4
36,6875142,4
76,6872766,4
5,3923303,5
5,6869948,4
78,6863846,4
72,4482896,5
72,6867671,4
5,1060230,5
30,5134285,4
27,6846760,5
72,6881358,4
61,6851629,5
81,6867671,4
61,6852101,4
78,6871515,5
72,5069230,5
78,6865049,5
72,4990519,5
30,6844048,4
78,6849847,5
6,6840951,4
81,6851629,4
36,2737364,5
72,6873682,4
72,6878598,5
61,6871822,4
70,5521077,4
6,6883981,4
61,5983553,5
36,6887418,5
5,4482896,5
72,6851158,5
76,6876435,4
5,6854686,4
36,6874020,5
6,6863846,5
72,6070289,4
27,4482896,4
61,2707748,5
6,3311656,4
5,6873455,5
30,4338110,5
36,6872481,4
70,6874392,4
70,6846760,4
61,6865049,5
6,6852095,4
70,4985811,5
27,6863846,5
36,6876435,5
61,6872766,5
76,2659680,4
70,6873397,4
81,6878598,4
36,6868942,5
78,6872766,5
30,6880336,4
76,6870454,5
78,4399908,4
70,6893443,5
72,6839048,5
30,6886713,4
5,6876577,4
27,6886713,5
78,6850654,4
78,6876577,5
69,6858755,4
70,6867116,5
70,6875715,4
88,1147479,4
87,6055541,5
52,6872965,5
62,6840009,5
52,2548029,5
9,4498700,5
82,6840138,5
58,4969736,4
63,3919763,5
33,6870924,4
70,6837399,5
22,6828160,4
58,6842096,5
59,6898921,4
58,5917808,4
22,6905697,4
8,3975576,4
80,6850324,4
82,4536968,4
35,6846343,5
69,6864074,4
16,6869017,4
16,4686852,4
82,6885919,4
9,4937170,5
39,6493844,5
73,4684350,4
57,6851830,4
82,5033892,5
52,5539090,5
52,4574190,5
73,6861975,5
82,6850429,5
16,3945272,4
33,6839708,4
69,6891992,4
63,6832843,4
70,4102690,5
63,6827827,5
39,6871193,4
12,6848012,5
77,6873734,4
39,6852321,4
16,6890416,4
39,6857974,4
63,6893223,5
82,6694938,5
82,3028446,5
21,6862709,4
59,5166703,4
80,5097234,4
16,6834265,4
77,6874840,4
22,6837464,4
57,6813567,5
3,6862530,4
35,6856743,4
77,3760714,4
69,4498700,5
12,6871766,4
58,6684004,4
59,6871306,5
33,6861381,4
59,5253054,5
63,6089757,5
57,6856876,4
73,6594909,5
59,6843753,5
88,6840457,5
31,6830070,5
73,6874395,5
31,6861269,4
58,6853020,5
23,1677973,4
16,6852669,5
80,6862023,5
11,2710406,5
11,6850743,5
9,6872462,4
11,1690863,4
12,6837870,4
22,6872384,4
21,6845961,4
73,6831068,4
59,6878990,5
45,6893949,5
52,6903648,5
57,4558866,4
45,6930139,4
31,5796507,5
77,6867615,4
35,5203823,4
87,1658898,4
87,6866085,5
45,6842038,4
69,6858533,4
58,6864413,5
88,6869664,4
88,6872965,4
62,6877659,5
62,6877988,4
82,6842963,4
63,6055541,5
82,6877057,4
70,6868457,5
