genres,release_date,rating,publisher,metascore,developer,title,userscore,summary
Action Adventure|General|Linear|,"Jun 19, 2018",M,1C Entertainment,68,Below the Game,Haimrik,tbd,"This unique action adventure game lets you become Haimrik, a young scribe trying to make a living in a medieval town full of warriors, sorcerers, dragons and dragon-riding sorcerer-warriors. But one book changes his whole life. With the help of Masamba, a hungry lioness who will protect him while constantly trying to eat him, he’ll venture out to take on the evil king and his elite generals, the Word Warriors."
Action Adventure|Open-World|,"Aug 23, 2016",T,Blue Isle Studios,68,Blue Isle Studios,Valley,8.0,This game i dont know what to say. i probably played around 300+ games already. and each year i think this new game is Meh or medium good only
Action Adventure|General|,"Jul 28, 2020",T,THQ Nordic,68,Black Forest Games,Destroy All Humans!,7.7,The cult-classic returns! Terrorize the people of 1950s Earth in the role of the evil alien Crypto-137. Harvest DNA and bring down the US government in the remake of the legendary alien invasion action adventure. Annihilate puny humans using an assortment of alien weaponry and psychic abilities. Reduce their cities to rubble with your flying Saucer! One giant step on mankind!
Action|Platformer|2D|,"Jun  8, 2016",T,Headup Games,68,Gentlymad,In Between,7.0,"In Between is an exciting Puzzle Platformer with a few key twists.  The game journeys through a dying man's mind, helping us to understand his journey to the otherside.  As we travel through the emotions he experiences, each Act adds new game mechanics that change the way you must approach the level.  As expected, the emotions tend to be dark, and as such, are often of great hindrance to reaching our final destination.  Upon accepting our fate, we learn the ultimate truth:  Sometimes, our biggest problems in life are all in our heads."
Action|General|,"Oct  4, 2019",T,Saber Interactive,68,Saber Interactive,Ghostbusters: The Video Game Remastered,6.4,"The Ghostbusters video game is back and remastered. Strap on your proton pack once again and join the Ghostbusters on the adventure with the voice and likeness of the original crew as you battle to save New York. The game features the voices and in-game likenesses of Bill Murray, Dan Aykroyd, Harold Ramis, and Ernie Hudson in an original story penned by the writers of the original films - Dan Aykroyd and Harold Ramis. Experience unique ghost hunting, wrangling and trapping with upgradeable weapons in widely destructible environments. Test the team's mettle with large scale boss fights. Play through a unique storyline as the player battles and captures ghosts - both well-loved and brand new - throughout New York. [Epic]"
Puzzle|General|,"Jan  8, 2016",E,NicoplvGames,68,NicoplvGames,Cubot - The Complexity of Simplicity,6.6,"At first sight, Cubot is a puzzle-game with a minimalist gameplay, just move color cubes towards tiles of the same color. It's really easy, but it will be a torture for your mind to complete all levels of the game because the apparent simplicity of the game is in contradiction with the"
Action|Beat-'Em-Up|2D|,"Mar  7, 2018",T,Household Games Inc.,68,Household Games Inc.,Way of the Passive Fist,7.7,One of the few fond memories I have spending time with my father (as well as new memories with my son) was playing the side scrolling brawlers
Historic|Role-Playing|Action Adventure|General|Action RPG|,"Feb 13, 2018",M,Warhorse Studios,68,Warhorse Studios,Kingdom Come: Deliverance,7.5,"Steep learning curve, realistic enough, engaging story, revolutionary combat, historical accuracy and so much to do in the world. With such a comparably small budget to larger companies, warhorse has created a masterpiece. Definitely worth a buy if you like history, hardcore games, survival games, rpgs or melee combat. If you are not going to stick with it, it will not stick with you."
Adventure|3D|First-Person|,"Sep 20, 2016",T,Curve Digital Games,68,The Chinese Room,Dear Esther: Landmark Edition,5.1,"Dear Esther is a first-person ghost story. Rather than traditional game-play the focus here is on exploration, uncovering the mystery of a lonely island, of who you are and why you are here. Fragments of story are randomly uncovered when exploring the various locations of the island, making every each journey a unique experience."
Strategy|Action Adventure|Breeding/Constructing|Sandbox|,"Apr 15, 2020",T,Keen Software House,68,Keen Software House,Space Engineers,4.2,People who are rating the xbox port of this game poorly are clearly PC users who have come from a much more enriched version of the game. The
Puzzle|Action|General|,"Jan 29, 2016",E10+,Moving Player,68,Moving Player,"LEVEL 22, Gary's Misadventures",7.1,"Gary is an office worker who oversleeps after a drunken night out on the town. Here’s where it gets tricky, because this isn’t the first time Gary’s been late for work, and he could be fired if he’s spotted arriving at his desk after everyone else yet again. So he’ll have to prove he’s smart and sneaky enough to make his way up all the 22 floors between him and his office without being seen."
Puzzle|Action|,"Jan 31, 2017",M,Plug In Digital,68,Plug In Digital,Kill The Bad Guy,tbd,None
Action Adventure|General|Open-World|,"Jan 19, 2018",T,Digerati Distribution,68,Digerati Distribution,The Aquatic Adventure of the Last Human,6.5,"I love a good Metroidvania and a good Metroidvania is a game that has it’s main mechanics and aspects working together flawlessly and that’s exactly what you get with The Aquatic Adventure of The Last Human. Exploration plays a big part in this specific genre and thankfully this game allows you to explore in great detail and the best thing is that this game is at its most rewarding when doing this. The game has a number of different mechanics in play at the same time and they’ve all been done really well. This makes the game very fulfilling and this will no doubt appeal to a number of different gamer’s. The gameplay on the whole has been done really well and I was especially fond of the boss battles. The boss battles carry with them a distinct challenge and when you combine that with the clever design of them you end up becoming immersed with them quite a lot. I will say though that the challenging aspect of the game won’t be for everybody and I must admit that I myself did find it a tad too difficult at times. Something that really surprised me about this game was how enjoyable the story was. The story in the game is told in a clever way and this keeps things interesting and it also makes you want to discover more things about the story. In terms of length the game doesn’t offer you a great deal and that will disappoint some because if you’re anything like me then you will want a lot more, which in a way is a testament to how good the game is. The presentation side of the game is something that I really enjoyed. The visuals are spot on and I think the 8-bit art style fits the game’s theme very well. The same can also be said about the sound design used in the game and they really have done a wonderful job of capturing certain feelings. At the end of the day I’ve heard a lot of good things about The Aquatic Adventure of The Last Human and now I can see why. They’ve done everything pretty much to perfection and delivered on the areas you would expect in this specific genre. It is a little on the short side but your time with the game will be very rewarding and without a doubt this definitely makes the game a must buy."
Action|Platformer|2D|,"Feb 28, 2018",E,Threye Interactive,68,Threye Interactive,Switch: Or Die Trying,tbd,"Switch: Or Die Trying is a game that’s right up my alley and it’s also a game that I’ve heard a lot of good things about especially from a few friends that have played it on PC. Thankfully its made its way to console and I now understand why my friends loved it so much. The gameplay that’s present in the game works ever so well with a number of different mechanics in play at the same time. It may be a little bit too difficult for some but I found the challenge to be just right and it kept me coming back for more time and time again. The controls which are obviously very important in a game like this feel great and most important of all they remain responsive at all times, which in turn allows you to focus on the puzzles at hand. The puzzles range in variety and do a great job of breaking up the normal gameplay and I must admit that I enjoyed the thought process that has gone into some of them. In terms of content the game has a decent amount for you to sink your teeth into. Each level feels completely different from the other and I appreciated how cleverly designed they were because by doing this it keeps the game both fresh and interesting throughout. There wasn’t many gripes that I had with the game really and the only thing that really disappointed me was its lack of a story. There is a story present in the game but it’s not blessed with much to get to grips with and I think more of a story would have benefited the game’s style greatly, which is charming to say the least. The presentation side of the game is one of my favourite parts about Switch: Or Die Trying because you can tell a lot of effort has gone in here. Visually the game looks beautiful and has a lot of little details included and when you accompany this with the charming music that’s present you find that they both enhance the gameplay quite considerably. At the end of the day as far as puzzle platformers go this is without a doubt up there with some of the best I’ve ever played. They get every little element in the game spot on and whilst it can be difficult at times it still didn’t stop me from wanting to carry on. If you’re a fan of this specific genre then Switch: Or Die Trying is an absolute must buy and I would even recommend it to newcomers of the genre as well. Xbox Store link : https://goo.gl/mrn5zw"
Action|Platformer|2D|,"Aug 13, 2019",E,Traxmaster Software,68,Traxmaster Software,Exception,tbd,"Exception is a speed heavy, hack and slash plat-former with a unique twist. Your system has be infiltrated with nasty computer viruses, and you navigate the intricate network destroying viruses, and collecting microchips  as you go to enhance your abilities. Mixing a wild futuristic neon aesthetic with blinding fast attacks, you navigate short but challenging stages that morph and twist around you as you progress along the path. Slide, leap, and bounce off of walls, timing your moves with your attacks so you can keep speeding forward to beat the fastest times on each stage. Playing a lot like N+, with precise fast control, and a heavy emphasis on combat, Exception creates an addictive atmosphere. The story is simple, granting you comic book like cut scenes every few levels, and carries the game play where it needs to go. Unlock a wide array of abilities and attacks, granting new ways to dispatch with challenges. The soundtrack fits the theme perfectly, and adds to the intensity and tempo of the high throttle stages. With it's emphasis on speedy completion, and it's smooth combat mechanics, it's one part race, one part adventure, and fast moving start to finish. Visually stunning, Exception carves a place in it's genre and should be added to you library if you like a fast and challenging plat-former."
Racing|Simulation|Automobile|,"Sep  7, 2018",E10+,704Games,68,704Games,NASCAR Heat 3,7.3,"By far, the best NASCAR console game ever.  It has more depth than Dirt to Daytona. It has a better career mode than any other NASCAR game."
Action Adventure|Sandbox|Open-World|,"May 24, 2019",M,Curve Digital,68,Fallen Tree Games,American Fugitive,6.3,"A modern take on classic sandbox action. Framed for your father’s murder, you’ll need to do whatever it takes to unveil the real culprit. Tackle thrilling missions for the criminal underworld — just don’t let the cops track you down! Set in the deep south of the 80s, American Fugitive is a love-letter to the classic movies and games of old."
Action Adventure|Open-World|,"Nov 22, 2019",E10+,Mooneye Studios,68,Mooneye Studios,Lost Ember,6.7,"First time I cried when playing a game. Lost Ember is beautiful, clever, and extremely emotional. It's incredible what this small team managed to create. Right now, there are some technical issues but that's not what I'm playing games for. I am looking for unique experiences and Lost Ember is as unique as it can get."
Action Adventure|General|,"Dec  1, 2020",M,Paradox Interactive,68,Romero Games Ltd.,Empire of Sin,5.7,"Empire of sin, the strategy game from romero games and Paradox interactive, puts you at the heart of the ruthless criminal underworld of 1920S prohibition-era Chicago. It's up to you to Hustle, charm and intimidate your way to the top of the pile and do whatever it takes to stay there. This character-driven, noir-inspired game puts players smack dab in the glitz and glamor of the roaring 20S, all while working behind the scenes in the gritty underbelly of organized crime. "
Adventure|General|Point-and-Click|,"Apr  7, 2022",T,Humble Games,68,General Interactive Co.,Chinatown Detective Agency,2.6,"<span class=""blurb blurb_collapsed"">Midnight in Singapore. Your contact's a no show, your client wants answers and your empty bank balance hangs over you like a neon-tinted Sword of Damocles. Welcome to 2032. Welcome to Chinatown Detective Agency.<br/><br/>The world is in a state of flux as the global economy nears the nadir of its</span>"
Alternative|Other|Sports|Miscellaneous|Parlor|Individual|Billiards|,"Nov 14, 2014",E,Ripstone,68,VooFoo Studios,Pure Pool,6.9,"This game is great fun and great value (£7.99) - in all honesty i bought it out of boredom but i quickly ended up enjoying it and its the most enjoyable pool game ive played, ever. however the online is a mess if you want to play against a friend, it works fine but actually getting it set up is a massive headache."
Racing|Simulation|Automobile|,"Oct  7, 2016",E,Bandai Namco Games,68,Kylotonn,WRC 6: World Rally Championship,4.5,"All 14 rounds of the 2016 WRC season, including for the first time Rally China; All the star WRC drivers and also a wide selection of WRC 2 teams and competitors from the Junior WRC category eSports WRC, the first international online competition of the WRC, which was launched in January 2016 with WRC 5, will continue in WRC 6."
Sports|Individual|Golf|Arcade|,"May 19, 2020",E10+,Team17,68,Blacklight Interactive,Golf With Your Friends,4.5,So I really had a good time with “Golf with Friends” it took me back to when I first got my XBOX 360 and a little game I got from the arcade
Racing|Arcade|Automobile|,"Mar  6, 2018",E,Bigben Interactive,68,Kylotonn,TT Isle of Man: Ride On The Edge,5.8,"This game is for motorcycle enthusiasts and people who dream of riding The Isle of Man TT in real life. It is a niche game with a steep learning curve. However once mastered it is very exciting, rewarding, and addictive. This is a MOTORCYCLE SIMULATOR. Fans of the video game series MotoGP and WSBK should buy with haste. Those looking for a more generic racing experience should definitely look elsewhere."
Action Adventure|General|,"Mar 16, 2021",M,Aspyr,68,Aspyr,Stubbs the Zombie in Rebel Without a Pulse,tbd,"Stubbs the Zombie has been disturbed from his eternal rest 50 years after his death, and you can help him get revenge on those that woke him. Roam the city of Punchbowl while using your zombie powers to take control of its inhabitants. You can turn citizens into zombies, possess them, or use your other undead abilities in battle. You'll fight civilians, police, and militia on your way to getting your revenge on the city's designer, Andrew Monday. Stubbs the Zombie in Rebel Without a Pulse is a third-person action game that uses an updated version of the Halo game engine."
Role-Playing|Action RPG|,"May 25, 2021",T,THQ Nordic,68,Experiment 101,Biomutant,7.3,"Biomutant is an open-word, post-apocalyptic Kung-Fu fable RPG, with a unique martial arts styled combat system allowing you to mix melee, shooting and mutant ability action. Your actions play a major part in the unfolding of a story where End is coming to the New World. A plague is ruining"
Puzzle|Action|,"Feb 14, 2017",E,Gamious,68,Gamious,iO,tbd,None
Simulation|Vehicle|Combat|,"May 30, 2017",T,Gaijin Entertainment,68,Gaijin Entertainment,Crossout,5.9,"Makes fun, will play a while. Sthing like mad max and robocraft in one game. Short game sessions, very fast gameplay. If you have fantasy you can build your car non-stop. Lego for warriors!"
Adventure|3D|First-Person|,"Sep  9, 2020",M,Daedalic Entertainment,68,ONEOONE GAMES,The Suicide of Rachel Foster,6.0,"<span class=""blurb blurb_collapsed"">Coming back to the family hotel after years, a young woman finds herself trapped with the ghosts from her past and an old cellular telephone as the only way to unveil a terrible truth.<br/><br/>1993 - LEWIS &amp; CLARK COUNTY, MONTANA, US

Ten years ago, teenager Nicole and her mother left the family</span>"
Role-Playing|Massively Multiplayer|,"Jun 30, 2017",T,Gazillion,68,Gazillion,Marvel Heroes Omega,7.3,"The Cosmic Cube is a device of untold power capable of changing the very fabric of reality at the whim of its possessor. The brilliant but malevolent Dr. Doom has the Cube, and with it he aims to reshape the world in his own image. Determined to succeed where the Cube's previous wielders have failed, Doom has lined up villainous allies to prevent the super-heroes from interfering. Can you unravel Doctor Doom's sinister plan and stop him before it's too late?"
Action Adventure|Survival|,"Apr 28, 2020",M,Invader Studios,68,Invader Studios,Daymare: 1998,7.4,"Daymare: 1998 is a third person survival horror game with over the shoulder camera, developed in Unreal Engine 4 for Windows PC. The game features high-end graphics, original soundtrack, immersive atmosphere, hardcore survival mechanics and many connections with the beloved old school survival horror games and '90s landmark brands."
Strategy|Turn-Based|Tactics|,"Jul 28, 2020",M,Focus Home Interactive,68,Lightbulb Crew,Othercide,5.6,"Othercide is a horror-themed turn-based strategy game where the lore and game mechanics are tightly intertwined to deliver a twisted, dark and challenging experience. Enter a brutal world under assault from terrifying creatures from another dimension, hold back the tide with limited"
Action|Action Adventure|General|Fighting|2D|,"Dec  1, 2015",E10+,Little Orbit,68,Vicious Cycle,DreamWorks Kung Fu Panda: Showdown of Legendary Legends,4.9,"It is an era of Kung Fu heroes, warriors, and most significant of all, Legendary Legends. Fight alongside Po, Tigress, Monkey, Tai Lung, Master Shifu, and all of your familiar Kung Fu Panda characters to compete in the Showdown of Legendary Legends. Up to 4 players brawl in iconic locations throughout the Valley of Peace and beyond. Compete in an epic Tournament in which all Kung Fu warriors contend for honor and glory."
Action|Shooter|Shoot-'Em-Up|Vertical|,"Nov  8, 2016",E10+,10tons,68,10tons,Xenoraid,tbd,"If you enjoy space shooters that don't put you in the middle of bullet hell, 10 Tons has released a game that you should check out.  Xenoraid"
Adventure|Point-and-Click|,"Jan 28, 2021",None,The Irregular Corporation,68,Fireart Games,TOHU,tbd,"<span class=""blurb blurb_collapsed"">Explore beautiful environments and solve intricate puzzles in a brand new adventure game set amongst a world of wonderful fish planets.<br/> <br/>Experience a brand new adventure game set amongst a world of weird and wonderful fish planets. Explore beautiful environments, solve intricate puzzles</span>"
Action|Platformer|2D|,"Mar 31, 2017",E,Serenity Forge,68,Serenity Forge,Four Sided Fantasy,tbd,"<span class=""blurb blurb_collapsed"">Four Sided Fantasy is a wordless, seamless experience in which you have the ability to maneuver past obstacles using screen wrap. When you leave one side of the screen, you wrap around and come out on the other side, much like in Pac-Man or Asteroids.<br/> <br/>The twist with Four Sided Fantasy is</span>"
Action|Shooter|Shoot-'Em-Up|Top-Down|Vertical|,"Jul 24, 2018",E10+,HandyGames,68,HandyGames,Aces of the Luftwaffe: Squadron,6.6,Avoid a swarm of bullets and face fearsome war machines in air battles and boss fights. Aces of the Luftwaffe: Squadron is a vertically scrolling shoot ‘em up with a fully-voiced narrative. Upgrade each member of your squadron with their personal skill tree and take on the Aces with up to three friends in epic 4-player local co-op battles.
Action|Shooter|Shoot-'Em-Up|Top-Down|,"Feb 12, 2019",T,Bit Dragon,68,Bit Dragon,Hyper Jam,tbd,"Retro visuals combine extremely well with the sound design and this makes the gameplay even more enjoyable. I found the combat elements in the game to be pretty decent and the fast action-packed pace means each battle is exciting and rewarding. While it can get repetitive quite quickly the perks and different weapons you can use do a good job of combating this because using each of these is fun. Each stage has a decent amount of variety present within them and I really enjoyed that there are no places to hide when in combat on these stages. The gameplay is very fun for the most part, butt it does lack in terms of depth which in turn makes it get repetitive quite quickly. I enjoyed the uniqueness of each of the character’s but in my opinion there isn’t enough of them. In terms of content the game doesn’t have a huge amount even with the added addition of local and online co-op. Fast-paced games are often very fun and exciting for the most part because they never give you much time to think and without a doubt Hyper Jam is cut from this cloth. The crux of this game then is to destroy your enemy no matter what and destroying your enemy always carries a very rewarding feeling with it. One of the main reasons why it feels very rewarding is because the combat elements are fast and fluid and using each different perk and weapon gives the gameplay an extra edge to it. The gameplay then is pretty fun and enjoyable when in full flow but I would still recommend that you play the game in short bursts though because there isn’t a great deal of depth to the gameplay which means it does get repetetive quite quickly. There also isn’t a huge amount of content for you to get to grips with as well and in my opinion this is a shame because the character’s it does have are unique and very enjoyable to try out. Thankfully these are the only real issues with this game because the presentation side of the game ticks all of the right boxes and there’s a decent amount of variety present in the different stages. Recommending Hyper Jam then is pretty easy because if played for short bursts you get a thrilling and action-packed experience that’s definitely worth your time and your friends and in my opinion you can do much worse than this game."
Adventure|General|,"Mar 31, 2020",M,Wales Interactive,68,Wales Interactive,The Complex,6.8,"The Complex is an interactive sci-fi thriller movie from the publishers of Late Shift and The Bunker. After a major bio-weapon attack on London, two scientists find themselves in a locked-down laboratory with time, and air, running out. Your actions and your relationship with other characters will lead you to one of eight suspenseful endings."
Action|Shooter|First-Person|Third-Person|Tactical|,"May  5, 2020",M,Focus Home Interactive,68,Saber Interactive,World War Z Game of the Year Edition,tbd,"Humanity is on the brink of extinction. From New York to Moscow, through Jerusalem, Tokyo and Marseille, the undead apocalypse continues to spread. As the end looms, a hardened few band together to defeat the horde and outlive the dead. World War Z is a heart-pounding co-op third-person shooter for up to 4 players featuring swarms of hundreds of zombies. Based on the Paramount Pictures film, World War Z focuses on fast-paced gameplay while exploring new storylines from around the world. This GOTY Edition contains the multi-million seller game World War Z, its Season Pass and all paid and free DLCs released: • Marseille Episode with 3 new PvE missions located in France • Many explosive game modes in PvP/PvE, including the deadly Horde Mode Z • All character Skin packs (The Professionals, War Heroes) • All weapon Skin and Variant packs (Last Aid, Special Operations Forces, Biohazard, Lobo) • And one more upcoming weapon pack."
Strategy|Real-Time|MOBA|,"Sep 22, 2017",M,Mercury Steam,67,Mercury Steam,Raiders of the Broken Planet,5.8,"This new game is a multiplayer 4 vs 1 asymmetrical third person shooter that features a distinctive blend of shooting, brawling and thinking man’s strategy. We think this game is a mouth-watering proposition to gamers looking for an immersive, cinematic story coupled with intense and epic online action."
Action|Shooter|Shoot-'Em-Up|Vertical|,"Jul 10, 2019",E,Hero Concept,67,Hero Concept,Doughlings: Invasion,7.6,"I've been playing the game for 3 weeks now. It's quite addicting, has a lot of unique mechanics never seen in any other invader/arcade before. With a pretty challenging experience even in the Normal mode, it makes you want to play more and better everytime you game over. You build a muscle memory and after that, it's just grinding for hours. Amazing soundtracks, lots of cute cameos and references, makes the game even more enjoyable. Switch version just released yesterday and I bought it on there as well, so that I can experience the game portably. I'll be writing the same review with a little bit of change in the switch page and share my thoughts ~ If you want to have some quality time and kill your stress... Well, it may also make you feel stressed. But overcoming difficulties after getting better feels really good! Definitely recommend this game for everyone, especially old school gamers."
Racing|Arcade|Automobile|,"Feb 27, 2018",E,Milestone S.r.l,67,Milestone S.r.l,Gravel,7.1,"I absolutely adore arcade racers but unfortunately there hasn’t been too many of them in recent year’s. Gravel has come out to change that and thankfully it’s a very good addition to the genre, and despite it suffering with a few shortcomings it ultimately provides you with some brilliant racing. Racing in the game has a true arcade feel, so don’t expect too much realism because they haven’t gone for that approach. The racing on the whole though is very fun and the best thing is that it feels great whilst also offering you a challenge. In terms of vehicles there is a huge amount for you to get to grips with and each vehicle feels considerably different, which is great. There is a decent array of circuits for you to race on and each circuit is packed full of variety which without a doubt keeps things fresh for a lot longer. Gravel offers you a pretty decent career mode and it can be very enjoyable at times, unfortunately though there just isn’t enough of it and that’s basically the biggest problem with this game. There isn’t enough in terms of content as well and if more modes were added I could see myself playing this game for a very long time because everything else has been done extremely well. They do offer you some online multiplayer offerings and this does give the game some much needed replay value. As far as the online multiplayer goes everything holds up really well and I didn’t suffer with any noticeable problems, which is great. Hopefully they keep adding content and make the online multiplayer bigger because that will without a doubt keep the game relevant for a lot longer. The presentation side of the game is something that tickled my fancy quite a lot. Visually the game can look beautiful at times and the effects when going into water have been done very well. The sound design is also pretty decent and it does more than enough to keep you satisfied. At the end of the day Gravel is a game that I’ve been looking forward to for quite a while and thankfully it exceeded my expectations in a way. It may not be perfect and it may be lacking on the content side, but what’s here works well and most important of all it provides you with a true and fun arcade style. Fans of arcade racers will definitely find something they love in Gravel and with me being a fan of arcade racers I appreciate the effort that’s gone into the game and I hope Gravel gets bigger and bigger."
Racing|Simulation|Automobile|,"Sep 14, 2017",E,THQ Nordic,67,THQ Nordic,Baja: Edge of Control HD,tbd,"From the core founding members of the MX vs. ATV franchise comes the next off-road racing experience: BAJA. Conquer the toughest terrain Mother Nature has to offer and build the ultimate off-road vehicle. Combining the best elements of the real-world sport with the right balance of arcade fun, BAJA transports players to the epic open worlds and unforgiving terrain found at the pinnacle of off-road racing. Stunning visuals, vertical environments, and unpredictable terrain are crossed in over 100 square miles of drive-to-horizon landscape. Master hill-climb, circuit, and rally races to earn career sponsorships on the path to off-road supremacy. Harness the horsepower of elite Trophy Trucks, 4x4's and Buggies to finally compete in the definitive off-road endurance challenge, the Baja. Supercharged Vehicles: Harness the horsepower of over 40 elite Trophy Trucks, 4x4's and Buggies across eight varied vehicle classes. Horizontal Racing: Suspension, torque and horsepo wer are perfectly balanced to create the ultimate edge-of-control racing experience. Fine-tune the roar of your off-road machine with over 200 authentic vehicle parts. Power past the competition in 4-player split screen and 8-player online racing."
Action|Action Adventure|General|,"Jun  9, 2019",E10+,Cococucumber,67,Cococucumber,Riverbond,5.8,"My daughter and I were looking for a couch co-op game to play last weekend, and Riverbond was a new release at XBox Gamepass. We had no idea"
Action|Shooter|First-Person|Tactical|,"Nov 22, 2019",M,CI Games,67,CI Games,Sniper Ghost Warrior Contracts,6.2,"Fulfill contracts that offer clear objectives with a fixed monetary reward and options to complete bonus challenges for payouts. With hundreds of ways to take down a wide range of targets, Contracts offers precise, strategic sniping gameplay at its absolute best. Play as a paid assassin; a hit man for hire, and beware of rival snipers who won’t hesitate to disrupt your best-laid plans. Open-ended contracts, bounties and challenges deliver strong replayability options to eliminate targets and collect cash to redeem for upgrades. An all-new Dynamic Reticle System offers the most realistic and intense sniping experience. Upgradeable AR Mask with the ability to scan the environment and highlight weakness or objects of interest. An arsenal of new gadgets to play with including drones, remote sniper turrets and gas grenades. Show off your stealth skills, execute silent takedowns and be rewarded for a strategic play style. Battle the brutal wilderness of Siberia and fight to survive the intensity of snow-covered mountains, lush forests and secret bases hidden deep in the mountainside."
Strategy|General|,"Feb  7, 2020",M,Kalypso,67,Palindrome Interactive,Immortal Realms: Vampire Wars,5.3,"For as long as historians can remember, the ancient Dracul bloodline has ruled over the mysterious lands of Warmont -- Realm of the Bloodthrone. Inside the secluded borders of this land, an unholy court of vampires feast on the blood of their human subjects. And, as long as they give it"
Strategy|General|Management|Government|,"Feb 20, 2020",E,HandyGames,67,HandyGames,Townsmen: A Kingdom Rebuilt,tbd,"Townsmen - A Kingdom Rebuilt is a medieval city-building strategy game. It features a complex economy system, requiring you to build production lines, trade efficiently and keep the balance between tax income and your Townies’ happiness. All the while, your town will have to face season specific hardships like water shortage in the summer or the inability to grow crops during the wintertime. A huge variety of buildings and many different jobs for your citizens will help you overcome these and other obstacles. Build military barracks to stand your ground against vicious bandit attacks or employ a doctor in your infirmary to battle the plague. Firefighters, hunters, farmers, blacksmiths and many more will help you build up a stable community. Gain experience for all your deeds as the town’s governor and use it in research that will improve efficiency through technological advances."
Sports|Individual|Combat|Wrestling|,"Oct 13, 2017",T,2K Games,67,Yuke's,WWE 2K18,4.6,"A new MyCAREER experience puts you on the path to greatness as you journey along on the road to WrestleMania. Explore WWE through free-roaming backstage, conversing with WWE Superstars, forming alliances, making enemies, seeking out quests, and strategizing for upcoming matches. Road to Glory - Can your MyPlayer make it to the WWE Hall of Fame? Introducing the all-new Road to Glory. Compete with opponents online to improve your MyPlayer by earning unlockables, boosts and upgrades all while securing your entry into Special Events that are held alongside real-life WWE special events, such as pay-per-views. "
Strategy|Turn-Based|General|,"Aug 24, 2018",M,Good Shepherd Entertainment,67,CreativeForge Games,Phantom Doctrine,7.6,The strategy elements have been done really well and the ability to use stealth with these strategy elements definitely give the game some
Puzzle|Action|,"Jul 31, 2019",T,Merge Games,67,Merge Games,Solo: Islands of the Heart,tbd,"Solo: Islands of the Heart is an introspective adventure themed around Love. Adventure the relaxing Archipelagos, and delve into Love, and your own perspective on it. The Music and environment are relaxing, in fact if you want to just chill and enjoy the view take a seat on a bench and reminisce.  The art style is cute, and almost chibi in design. The story is deep, and involved, taking your own perspective into the narrative. The challenge of the game is the Puzzle like platforming, where you move boxes around, each with their own physics and function, to navigate the Islands of the archipelagos. The various creatures you meet might need help too, like the Puchuchus on each stage that need you to help them home to their own love. Just like love there is no Unique, right way, to solve the navigation problems, as I learned myself when an unfortunate situation made me have to replay a stage, and I found a far simpler way to pass an area that had before given me a problem. This story was designed to make you look into your psyche for answers, it's deep and does just that. Solo: Islands of the Heart is exactly what I was designed to be, and does a good job of it. If you need some introspect into love, this game is a good place to look."
Historic|Action Adventure|General|Linear|,"Apr 21, 2015",T,Ubisoft,67,Ubisoft,Assassin's Creed Chronicles: China,5.8,"16th-century China:  The newly appointed Jiajing Emperor instigates a sudden and ruthless purge of all he felt were a threat to his recently-acquired throne, including the Chinese Brotherhood of Assassins. A youthful Assassin, Shao Jun, fled to the West to complete her training under the legendary Assassin Ezio Auditore in the animated short Assassin’s Creed Embers and has returned, determined to restore the Chinese Brotherhood of Assassins. In Assassin’s Creed Chronicles: China, players come back to Shao Jun’s story as she returns to China hell-bent on retribution. Her story takes players to famous locales including the Maijishan Grottoes, Port of Macau, the Forbidden City and the Great Wall of China. Armed with stealth, agility and a combination of deadly weapons and equipment including a sharp and swift jian, a secret shoe blade, lethal rope darts and daggers, players deliver payback to those who decimated the Chinese Brotherhood of Assassins. [Ubisoft]"
Puzzle|Matching|,"May  3, 2016",E,10tons Entertainment,67,10tons Ltd,Azkend 2: The World Beneath,tbd,"<span class=""blurb blurb_collapsed"">While traveling from Liverpool to New York your ship was pulled down into a massive maelstrom and you woke up in a place that may have never been gazed upon by the eyes of men. From now on your goal is to ascend from the bowels of the earth and return to civilization.<br/> <br/>Enjoy dozens of</span>"
Action|Shooter|Shoot-'Em-Up|Vertical|,"Oct  7, 2015",E,klutzGames,70,klutzGames,Teslapunk,6.6,"I'm a fan of Tesla & Shmups so this was a no brainer for me. Like many shmups the game is not easy, but its very approachable in the Novice setting, even then its no cake walk. Some people don't like the style, but personally I enjoy the Steampunk/Tesla style it shoots for. The nice thing about the game is that it comes with another game that's basically a runner/shmup hybrid, its very interesting & addicting! Some have even claimed its the better game! lol Personally I enjoy the shooting aspect a bit more, but I must admit its a nice complement. As a package its totally a 10 worth the 10$"
Action|Platformer|3D|,"Sep 10, 2020",E,Aksys Games,70,Black River Studios,Tin & Kuna,tbd,"When the Prime Orb on his home world is taken, Kuna must explore colorful, chaotic levels filled with puzzles and peril to return everything to normal. Kuna begins with the ability to turn himself into a ball, rolling and bouncing through the environments, dashing and bashing through blocks."
Action Adventure|General|,"Jan 29, 2021",None,Deep Silver,70,Clever Beans,Gods Will Fall,6.3,"The gods’ rule over humanity has lasted for millennia. They demand to be worshipped and to those who don't submit to the gods’ will; merciless death awaits. Experience the trials of 8 Celtic warriors in their plight to sever the gods’ grip on humanity. Every man and woman who can muster a blade will form your clan and take on legions of beasts in each of the gods’ realms. Succeed and see legends born. Fail, and lives turn to dust."
