genres,metascore,developer,userscore,rating,publisher,title,summary,release_date
Role-Playing|Action RPG|,77,Neon Giant,7.1,M,Curve Digital,The Ascent,"<span class=""blurb blurb_collapsed"">You belong to the corporation.<br/>Can you survive without it?<br/>
The Ascent is a solo and co-op action RPG set in a cyberpunk world. The mega corporation that owns you and everyone, The Ascent Group, has just collapsed. Confusion and chaos ensue, security and order are in disarray, and without</span>","Mar 24, 2022"
Action Adventure|General|,77,Heart Machine,7.1,None,Annapurna Interactive,Solar Ash,One of the best Instagram I ever played it the movements it's smooth the design of the world is great and end tattoo design of Moses bosses is absolutely great reminds me Shadow of the Colossus,"Dec  2, 2021"
Action Adventure|Open-World|,77,Ubisoft Quebec,7.6,T,Ubisoft,Immortals Fenyx Rising,"[Formerly titled 'Gods & Monsters'] Immortals Fenyx Rising brings grand mythological adventure to life. Play as Fenyx, a new, winged demigod, on a quest to save the Greek gods. The fate of the world is at stake – you are the gods’ last hope. Wield the powers of the gods like Achilles' sword and Daidalos' wings to battle powerful enemies and solve ancient puzzles. Fight iconic mythological beasts like Cyclops and Medusa in dynamic combat in the air and on the ground. Use your skills and diverse weapons, including selfguided arrows, telekinesis, and more, for devastating damage. Discover a stylized open world across seven unique regions, each inspired by the gods. ","Dec  3, 2020"
Racing|Simulation|Automobile|,76,KT Racing,6.3,E,Maximum Games,WRC 10 The Official Game,"Compared to the predecessor, the developers have taken another step in the right direction with ""WRC 10"". Above all, the career mode has","Sep  2, 2021"
Puzzle|Matching|,76,Sega,5.8,E10+,Sega,Puyo Puyo Tetris 2,Japan's beloved puzzle game series Puyo Puyo and the world renowned Tetris game franchise have teamed up again to deliver even more Puyo popping and Tetrimino clearing fun in Puyo Puyo Tetris 2. Playing is easy: match 4 or more same coloured Puyos or complete a line of blocks to clear them,"Dec  8, 2020"
Action Adventure|Open-World|,76,Ryu ga Gotoku Studios,7.6,M,Sega,Lost Judgment: The Kaito Files,"Lost Judgment’s star investigator Takayuki Yagami’s brazen, catch-all sidekick and former Yakuza muscle Masaharu Kaito takes center stage in the DLC release of The Kaito Files. Taking place after the events of Lost Judgment, this story expansion has Kaito facing a bitter past he thought he’d left behind years ago. Yagami is out of town and Kaito is left to take on the remaining work at the Yagami Detective Agency. Everything changes when Kaito is offered a case with a lucrative reward: 20-million yen to find a CEO’s missing wife. Things take a twist when it’s revealed that the missing person in question is Kaito’s ex-lover, Mikiko. Left to put back together the pieces of his past and discover the fate of a woman presumed dead, Kaito won’t stop until he’s cracked the case for good.","Mar 28, 2022"
Racing|Arcade|Automobile|,76,PikPok,tbd,None,Sidhe Interactive,Agent Intercept,"Take control of the Sceptre - a slick, souped-up, transforming vehicle outfitted with the latest spy gadgets - to drive, drift, and defy death across land, air, and sea. Feel like a superspy, saving the day again and again from threats inspired by the best action and spy fiction, then","Mar 30, 2022"
Sports|Team|Basketball|Sim|,76,Visual Concepts,3.6,E,2K Games,NBA 2K22,"Enjoy competitive gameplay, online features, and a variety of game modes, including myCAREER, as you put together your dream team in this  basketball video game. A WORLD OF BASKETBALL. NBA 2K22 puts the entire basketball universe in your hands. PLAY NOW in real NBA and WNBA environments against authentic teams and players. Build your own dream team in MyTEAM with today’s stars and yesterday’s legends. Live out your own pro journey in MyCAREER and experience your personal rise to the NBA. Flex your management skills as a powerful Executive in MyGM and MyLEAGUE. Anyone, anywhere can hoop in NBA 2K22.","Sep 10, 2021"
Action Adventure|Survival|,76,Techland,4.9,M,Square Enix,Dying Light 2 Stay Human,"THE FATE OF THE CITY IS IN YOUR HANDS It's been 15 years since humanity lost to the virus. The last great human settlement exists within an unforgiving, infected world, plunged into a modern dark age. During the day, bandits, factions and starving survivors roam the streets scavenging for","Feb  4, 2022"
Action|Beat-'Em-Up|Fighting|2D|3D|,76,13AM Games,tbd,T,WayForward,Dawn of the Monsters,"The cataclysmic battle between giant monsters has begun in this manga-inspired, side-scrolling, kaiju beat-'em-up! Titanic creatures known as Nephilim have invaded Earth, and the only hope of stopping them is DAWN (Defense Alliance Worldwide Network), which unleashes its own colossal combatants to defend against the enemy hordes! Take control of four hulking behemoths - Megadon, Aegis Prime, Tempest Galahad, and Ganira - each with distinct abilities and play styles, and smash your way through destructible real-world environments spanning more than 35 missions! Power up with DNA augments, crush foes with devastating Rage moves and brutal finishers, and team up with a friend for 2-player co-op action! You are the planet's last line of defense...but will that be enough for mankind to survive the Dawn of the Monsters!?","Mar 15, 2022"
Role-Playing|Roguelike|,76,Nippon Ichi Software,7.2,None,NIS America,void tRrLM();++ //Void Terrarium++,"The fact that Void Terrarium is getting another chance is amazing, I hope it gets the attention it deserves this time around. The fact that","May 18, 2021"
Adventure|General|,76,h.a.n.d. Inc.,None,None,Square Enix,The Centennial Case: A Shijima Story,"The complex and interwoven mysteries you’ll unravel in this investigative adventure are centered around the ill-fated Shijima family, which has suffered a series of inexplicable deaths over the last century. As Haruka Kagami, it’s up to you to use your powers of deduction to uncover the truth behind these mysterious events and the ‘Fruit of Youth’ that allegedly lies somewhere in the Shijima Mansion. You’ll explore both the past and the present in four murder cases, set across different eras of Japan. Of course, unravelling this intricate web of secrets won’t be straightforward. You’ll have to have your wits about you as you uncover clues, speak to suspects, and put all the pieces of the puzzle together to form a hypothesis. Not everyone you speak to will be cooperative, so be ready to counter their arguments when you present your case. And don’t worry if your detective skills are a little rusty - the game is designed in such a way that you’ll be able to reach the correct answer if you don’t give up. [Square Enix]","May 12, 2022"
Action|Shooter|First-Person|Arcade|,76,Gearbox Software,5.9,T,2K Games,Tiny Tina's Wonderlands,"Embark on an epic adventure full of whimsy, wonder, and high-powered weaponry! Bullets, magic, and broadswords collide across this chaotic fantasy world brought to life by the unpredictable Tiny Tina, who makes the rules, changes the world on the fly, and guides players on their journey. Customize your own multiclass hero and loot, shoot, slash, and cast your way through outlandish monsters and treasure-filled dungeons on a quest to stop the tyrannical Dragon Lord. Everyone's welcome, so join the party, throw on your adventuring boots, and be Chaotic Great!","Mar 25, 2022"
Action|Shooter|First-Person|Tactical|,76,Raven Software,4.4,M,Activision,Call of Duty: Black Ops Cold War,"Black Ops Cold War will drop fans into the depths of the Cold War's volatile geopolitical battle of the early 1980s. Nothing is ever as it seems in a gripping single-player Campaign, where players will come face-to-face with historical figures and hard truths, as they battle around the globe","Nov 13, 2020"
Japanese-Style|Role-Playing|Action RPG|,76,NATSUME ATARI Inc.,7.4,None,505 Games,Eiyuden Chronicle: Rising,"Eiyuden Chronicle: Rising combines a thrilling adventure through ancient ruins with the tale of one town’s rise from the ashes. Drawn by lenses and other treasure in the nearby Runebarrows, our heroes learn that the town is struggling to rebuild after an earthquake and decide to help. Along","May 10, 2022"
Miscellaneous|Compilation|,75,Sega,6.7,None,Sega,Super Monkey Ball: Banana Mania,"Go Bananas with your favorite monkey gang in the ultimate Super Monkey Ball adventure. Roll through wondrous worlds with AiAi and friends as you race to stop monkey mad scientist Dr. Bad-Boon from blowing up Jungle Island! Join the all-star monkey team of AiAi, MeeMee, GonGon, Baby, YanYan","Oct  2, 2021"
Action Adventure|Adventure|General|Visual Novel|,75,Tango Gameworks,8.6,T,Bethesda Softworks,GhostWire: Tokyo,"<span class=""blurb blurb_collapsed""> After strange disappearances hit Tokyo’s population, it’s up to you to uncover the source and purge the city of a strange, new evil. Armed with your own mysterious abilities, you will face down the occult, unravel conspiracy theories and experience urban legends like never before.<br/>Don’t</span>","Mar 22, 2022"
Adventure|General|,75,2pt Interactive,7.0,None,2pt Interactive,Heavenly Bodies,"Discover the ever-changing nuances of weightless motion in this challenging physics game, featuring a collection of stellar scenarios inspired by the feats of space explorers and researchers throughout history. Wrangle control of your cosmonaut’s arms with the left and right thumbsticks to push, pull, and clamber through fully physically simulated scenarios aboard a scientific research station, alone or with a friend via local co-op. With only radio contact with mission control as your aid, you will have to use your sharp mind and dexterous limbs to assemble space telescopes, maintain delicate solar arrays and research cosmic botany. But without gravity, nothing is still, nothing is secure, and nothing is simple. At first you might fumble in the vastness of space, but in time you will grasp weightless motion with grace.","Dec  7, 2021"
Action|Platformer|3D|,75,Analgesic Productions,tbd,T,Ratalaika Games,Anodyne 2: Return to Dust,"<span class=""blurb blurb_collapsed"">Nano Dust infects the islanders of New Theland, distorting their emotions and desires. You play as Nova, a Nano Cleaner who must explore the island, seeking out the sick and shrinking inside their bodies to suction up the Dust.<br/><br/>Anodyne 2: Return to Dust combines the thrilling scale and</span>","Feb 18, 2021"
Action Adventure|Survival|,75,Frogwares,7.8,None,Frogwares,The Sinking City,"The Sinking City is an action/investigation game set in an open world inspired by the universe of H.P. Lovecraft. In this new type of adventure, you take on the role of Charles W. Reed, an investigator in the 1920s United States. No sooner have you arrived in Oakmont, Massachusetts, than you","Feb 19, 2021"
Racing|Arcade|Automobile|,75,Milestone S.r.l,7.8,E,Milestone S.r.l,Hot Wheels Unleashed,"Drive the cars of your dreams! The coolest, the fastest, the most unique badass vans and jaw-dropping muscle cars are waiting for you. Take the wheel of tons of vehicles with their own personality and style, different traits, and levels of rarity. The very best of the hot wheels universe is here! Prove you're the best and unlock Premium cars and extraordinary items and with the livery editor make your ride a one-of-a-kind masterpiece of speed. Race like everyone's watching! Get ready for pure fun and show off your driving skills! Drift like a pro, charge your boost and blast through the loops to beat time, rivals and gravity itself! Are you up for a challenge? Boom, jackpot: race side by side a friend in the 2-player local split-screen mode or face up to 12 players online in a worldwide event. The harder the challenge, the more glorious the triumph! Unleash your creativity! Massive, themed playgrounds are ready to host the most immersive races. Have fun on and off the track with these beautifully detailed and interactive environments, where any object can play a role and be an actual part of your circuit! You can even build a racetrack inside your very own room, a space to customize with furniture and the items you will collect during your journey. And thanks to the incredibly powerful editor, building the craziest tracks has never been easier! Bend and stretch the iconic Orange track piece to create your unique design and then add special Boosters, loops, obstacles, and exclusive interactive elements to build your own racing paradise. Share your creations with the world Or enjoy tracks made by other crazy players like you. Now it's time to unleash the fun! ","Sep 27, 2021"
Simulation|Flight|Combat|,75,Tomas Sala,tbd,T,Wired Productions,The Falconeer: Warrior Edition,"Soar through the skies aboard a giant warbird in this BAFTA nominated air combat game. Soar through the skies aboard a majestic warbird, explore a stunning oceanic world and engage in epic aerial dogfights, in this BAFTA nominated air combat game from solo developer, Tomas Sala.  You take on the role of Falconeer, a powerful airborne warrior traversing a vast oceanic world torn apart by generations of poisonous decisions and dissent. Throughout multiple campaigns, you will experience life from many different perspectives and loyalties as you embark on a journey of discovery, and solve the mystery of the Ursee, its people and history.  Progress through perilous missions and side quests, wielding your lightning caster to protect ships against pirates, kraken and other threats. Dive through the deep ocean depths, soar above the clouds to do battle with giant crab cities or engage in furious dogfights against the mysterious Mancer Order that controls and regulates technology. The Falconeer: Warrior Edition includes the fully updated game, plus 'The Hunter' DLC, adding a new player class with a flyable Ormir dragon and a set of pyro pot guided rockets, and the new 'Edge of the World' DLC, containing 3 additional side quests and new boss encounters.","Aug  5, 2021"
Adventure|General|,75,Gamious,7.0,None,Whitethorn Digital,Lake,"<span class=""blurb blurb_collapsed"">It's September 1, 1986. You take on the role of forty-something Meredith Weiss, who returns from the big city to her quiet hometown. She exchanges her busy career at a software company to fill in for her dad, the local mail carrier.<br/><br/>During her two-week stay in beautiful Providence Oaks,</span>","Apr  8, 2022"
Simulation|General|,75,Giants Software,5.6,E,Giants Software,Farming Simulator 22,"Assume the role of a modern farmer in three diverse American and European environments. Take on a huge variety of farming operations focusing on agriculture, animal husbandry and forestry - now with the exciting addition of seasonal cycles. More than 400 machines and tools from over 100 real","Nov 22, 2021"
Action|General|Action Adventure|Adventure|3D|Open-World|First-Person|,75,"Young Horses, Inc",7.6,E10+,"Young Horses, Inc",Bugsnax,"<span class=""blurb blurb_collapsed"">Explore whimsical Snaktooth Island in search of answersand a snack, maybe. <br/>In this first-person adventure, you play as a journalist who receives a mysterious film from the disgraced explorer, Elizabert Megafig. She's invited you to Snaktooth Island to witness her latest and greatest</span>","Nov 12, 2020"
Role-Playing|Action RPG|,75,CD Projekt Red Studio,6.6,M,CD Projekt Red Studio,Cyberpunk 2077,"Night City, California. Year 2077. The world is broken. MegaCorps manage every aspect of life from the top floors of their sky-scraping fortresses. Down below, the streets are run by drug pushing gangs, tech hustlers, and illegal braindance slingers. The in-between is where decadence, sex","Feb 15, 2022"
Action Adventure|Survival|,75,Bloober Team,6.6,M,Koch Media,The Medium,"Become a medium living in two different worlds: the real one and the spirit one. Haunted by the vision of a child's murder, you travel to an abandoned hotel resort, which many years ago became the stage of an unthinkable tragedy. There you begin your search for difficult answers. As a medium","Sep  3, 2021"
Action Adventure|Adventure|3D|Open-World|Third-Person|,75,Revolution Software,7.2,T,Microids,Beyond A Steel Sky,"<span class=""blurb blurb_collapsed"">You are Robert Foster. A child has been abducted in a brutal attack. You have vowed to bring him home. The trail has led you to Union City, one of the last remaining mega-cities in a world ravaged by shattering wars, and political meltdown.<br/><br/>Union City is a utopia, its people loving life</span>","Dec 14, 2021"
Action|Platformer|3D|,75,Fabraz,tbd,E10+,Playtonic Friends,Demon Turf,"The Demon World is inhabited by all kinds of nasties... Most of them lumped into gangs battling for dominion, each led by its own head honcho. Yet even these bad dudes are no match for the Demon King himself! Instead, the task falls to Beebz, a young demon barely a thousand years old, who decides it’s time for her to kick every turf leader’s butt and become the Demon Queen herself.","Nov  4, 2021"
Puzzle|Action|General|,74,Stonewheat & Sons,tbd,E,Sold Out,KeyWe,"Welcome to KeyWe, the cute and chaotic co-op postal puzzle game where the mail must flow, and it’s up to you to keep things running! Play as Jeff and Debra, two small kiwi birds and the newest hires at the Bungalow Basin Telepost Office.  With no hands to help them, the two must work together to jump, flap, peck and butt-slam their way across an interactive landscape of levers, buttons and bells to get the mail delivered on time. From the Dropoff Depot and the Shipping Floor, all the way to the Telegraph Desk and the Cassowary Coop out back, the Telepost is a well-oiled mail-processing machine...well, usually. Overcome Occupational Hazards: Brave inclement weather (and even weirder stuff) while waddling through the Telepost’s various mailrooms to ensure the residents of Bungalow Basin get their post. From swirling sandstorms and blizzards, to carnivorous plants and paranormal activity, it’s all in a day’s work for Jeff and Debra.","Sep 28, 2021"
Action Adventure|General|,74,Navegante Entertainment,6.9,E10+,Team17,Greak: Memories of Azur,None,"Aug 17, 2021"
Action Adventure|Adventure|General|Linear|,74,Unfold Games,tbd,T,Bloober Team,DARQ: Complete Edition,"DARQ tells the story of Lloyd, a boy who becomes aware of the fact that he is dreaming. To Lloyd's misfortune, the dream quickly turns into a nightmare and all attempts to wake up end in failure. While exploring the darkest corners of his subconscious, Lloyd learns how to survive the nightmare by bending the laws of physics and manipulating the fluid fabric of the dream world.","Mar 25, 2021"
Racing|Simulation|Arcade|Automobile|,74,Milestone S.r.l,3.9,E,Deep Silver,Monster Energy Supercross - The Official Videogame 5,"Enjoy all new customization possibilities with our enhanced Track Editor, and give a boost to your creativity! Mix and match pre-existing modules with the brand new Rhythm Section Editor, to design complex prefab track sections, ready to be shared with the Community. Creating amazing jumps has never been easier. Bring the challenge to a whole new level of fun with the new Split Screen Mode, for exciting Multiplayer challenges to race shoulder to shoulder with your friends on the couch! And when the couch is not enough, compete in exciting races online against the whole world. ","Mar 17, 2022"
Role-Playing|Action RPG|,74,Cold Symmetry,6.5,None,Playstack,Mortal Shell: Enhanced Edition,"Mortal Shell is a deep action-RPG that tests your sanity and resilience in a shattered world. Your adversaries spare no mercy, with survival demanding superior awareness, precision, and instincts. Possess lost warriors, track down hidden sanctums of the devout, and face formidable foes.","Mar  4, 2021"
Role-Playing|Western-Style|Action|Shooter|Third-Person|Tactical|,74,Sharkmob,6.2,M,Sharkmob,Vampire: The Masquerade - Bloodhunt,"<span class=""blurb blurb_collapsed"">A treacherous betrayal has stirred a war amongst vampires, who are also targeted for annihilation by the secret society known as the Entity. Use your supernatural powers, weapons, and wit in this third-person battle royale game to dominate the night and restore the masquerade.<br/> <br/>Feed on</span>","Apr 27, 2022"
Sports|Team|Soccer|Sim|,74,Electronic Arts,2.3,E,Electronic Arts,FIFA 21 NXT LVL EDITION,"On the street and in the stadium, FIFA 21 has more ways to play than ever before.  FIFA 21 rewards you for your creativity and control all over the pitch. Create more scoring opportunities with all-new dynamic attacking systems in the most intelligent FIFA gameplay to date. A new Agile Dribbling system gives you the means to unleash your creativity in 1-on-1 situations. Use fast footwork, more responsive close control, and new skill moves like the ball roll fake to explode past defenders. In FIFA 21, increased positional awareness elevates footballers’ in-game intelligence to put them in the right place at the right time. See world-class forwards hold their runs in line with the last defender, creative playmakers find space to play through balls, and midfielders shut off passing lanes as players better live up to their real-world understanding of space and time on the pitch. [Electronic Arts]","Dec  4, 2020"
Action|Shooter|First-Person|Tactical|,73,Ubisoft Montreal,5.2,M,Ubisoft,Tom Clancy's Rainbow Six Extraction,"Assemble your elite team of Rainbow Six Operators to launch incursions in the unpredictable containment zones and face off against an evolving Alien threat. Band together and put everything on the line as you take on this unknown enemy. Pick from 18 Rainbow Six operators. Assemble a squad in Co-op of up to three Operators, or go solo. Each operator has a specific set of weapons and abilities to learn improve and master, and improve through a new progression-system. Explore 12 uniquely designed maps featuring procedurally generated challenges will test your team every time. Knowledge, cooperation and a tactical approach are your best weapons to survive. Fail against the enemies and your Operators will go Missing in Action (MIA). Be prepared to fight a lethal, unpredictable and constantly evolving Alien Threat. You will have to count on your teammates to face each of the 10 parasitic archetypes. Their abilities, combined with the alien ecosystem, will stand in your way.","Jan 20, 2022"
Simulation|Space|Combat|,73,Fishlabs,7.2,T,Deep Silver,Chorus,"Take control of Nara, once the Circle’s deadliest warrior, now their most wanted fugitive, on a quest to destroy the dark cult that created her. Unlock devastating weapons and mind-bending abilities in a true evolution of the space-combat shooter. Along with Forsaken, her sentient starfighter, explore ancient temples, engage in exhilarating zero-g combat, and venture beyond our waking reality. Lead Nara and Forsaken, her sentient ship, as their quest for redemption takes them across the galaxy and beyond the boundaries of reality. Enter a dark new universe, teeming with mystery and rife with conflict. Explore epic locations such as sprawling space stations and strange planes of existence beyond our own. Attain powerful weapons and combat upgrades. Master your ship’s unique drift mechanic and deadly mind-bending abilities, including extra-sensory perception, teleportation, and telekinesis. Chain your powers together to become the ultimate living weapon.","Dec  3, 2021"
Role-Playing|Western-Style|,73,Bethesda Game Studios,3.1,M,Bethesda Softworks,The Elder Scrolls V: Skyrim Anniversary Edition,"Tbh, I really enjoy this game because the frame rate is realistic and so does the graphics. It's one of my favorite Skyrim ports of all time, including the PS4 version. I really enjoyed fighting against the dragons, bandits, skeletons, and more enemies. My final verdict of this game is a 10 out of 10!","Nov 11, 2021"
Action|Shooter|First-Person|Tactical|,73,Sledgehammer Games,3.5,None,Activision,Call of Duty: Vanguard,"This is WWII combat like never before. Witness the origins of Special Forces as you play a pivotal role and change the face of history, forming Task Force One in a gripping Campaign across four major theaters of war. Become an original Special Forces Operator in an online Multiplayer rich in innovation with 20 maps available at launch. Prepare for a franchise-first, universe-expanding Zombies crossover. Immerse yourself in a fully integrated Call of Duty®: Warzone™ experience featuring a new and massive map. This is the most connected Call of Duty ever, all powered by the next generation Call of Duty® engine introduced in Modern Warfare.","Nov  4, 2021"
Action|Shooter|Third-Person|Arcade|,73,People Can Fly,5.9,M,Square Enix,Outriders,"Outriders is a 1-3 player co-op RPG shooter set in an original, dark and desperate sci-fi universe. As mankind bleeds out in the trenches of Enoch, you'll create your own Outrider and embark on a journey across the hostile planet. With rich storytelling spanning a diverse world, you'll leave behind the slums and shanty towns of the First City and traverse forests, mountains and desert in the pursuit of a mysterious signal. Combining intense gunplay with violent powers and an arsenal of increasingly twisted weaponry and gear-sets, Outriders offers countless hours of gameplay from one of the finest shooter developers in the industry People Can Fly.","Apr  1, 2021"
Adventure|3D|First-Person|,73,Out of the Blue Games S.L.,7.1,T,Raw Fury,Call of the Sea,"<span class=""blurb blurb_collapsed"">A weird tale of otherworldly mystery<br/><br/>Call of the Sea is a first-person adventure puzzle game set in the 1930s that tells the story of Norah, a woman on the trail of her missing husband's expedition. The search takes place on a strange but beautiful island in the South Pacific, filled with</span>","May 11, 2021"
Role-Playing|Action RPG|,73,Maximum Games,6.2,None,Focus Home Interactive,GreedFall: Gold Edition,"<span class=""blurb blurb_collapsed"">Explore uncharted new lands as you set foot on a remote island seeping with magic, and filled with riches, lost secrets, and fantastic creatures.<br/><br/>Forge this new world's destiny, as you befriend or betray companions and entire factions. With diplomacy, deception and force, become part of a</span>","Jun 30, 2021"
Racing|Arcade|Automobile|,73,Milestone S.r.l,tbd,E,Milestone S.r.l,MXGP 2021 - The Official Motocross Videogame,"All the tracks, all the riders, all the official bikes to fully experience the true emotions of this season. All of them, from the last corner to the first position. Your race to become number 1 is even more realistic and exciting. A renovated career path where your every decision will be crucial. Relive the emotions of Ottobiano, Ernée, Leon and Agueda: 4 of the most celebrated tracks of past editions. History is ready to be rewritten… and become legend.","Nov 30, 2021"
Action Adventure|Open-World|,73,Ubisoft Toronto,4.8,M,Ubisoft,Far Cry 6,"Far Cry 6 reveals a Caribbean island simmering with revolutionary tension. The title features actor Giancarlo Esposito (“Better Call Saul,” “The Boys,” “The Mandalorian”) as President Anton Castillo, the violent leader who grips the island of Yara with an iron fist, promising a return to its former glory. With an arsenal of weapons and allies at your back, you’ll take on Castillo’s regime and fight for the future of Yara. As Dani Rojas (playable as a female or male character), you will help stoke the fires of revolution through guerrilla warfare across the island of Yara, from verdant jungles to the urban streets of the capital city, Esperanza. You’ll use a powerful array of weapons and vehicles, and build a network of allies to fight alongside you, including Fangs for Hire like Chorizo, the dangerously distracting wiener dog. As President Castillo prepares his son Diego, played by Anthony Gonzalez (“Coco”), to succeed him, you will do all you can to ensure his plans don’t come to fruition. [Ubisoft]","Oct  7, 2021"
Action|General|,73,Crystal Dynamics,5.8,T,Square Enix,Marvel's Avengers,"Marvel’s Avengers is an epic, third-person, action-adventure game that combines an original, cinematic story with single-player and co-operative gameplay. Assemble into a team of up to four players online, master extraordinary abilities, customize a growing roster of Heroes, and defend the Earth from escalating threats.","Mar 18, 2021"
Action Adventure|Survival|,72,Supermassive Games,7.6,M,Bandai Namco Games,The Dark Pictures Anthology: House of Ashes,"<span class=""blurb blurb_collapsed"">From the creators of Until Dawn<br/> <br/>Switch between the perspective of 5 playable characters - All can live or die in your version of the story

Multiple ways to play including 2 player online coop mode

Hugely branching storyline that changes based on the decisions you make

Each game</span>","Oct 22, 2021"
Adventure|General|,72,The Game Bakers,7.4,M,The Game Bakers,Haven,"Does love truly conquer all? Two lovers gave up everything, left their entire lives behind, and escaped to a lost planet to be together. Play these lovers, Yu and Kay, at the same time as they settle into an unknown and eerie world. Explore the planet searching for parts and material to fix their ship and make it a cosy home. Enjoy life together as a relatable couple cooking meals, crafting, collecting resources and engaging in meaningful conversations. Fight against those trying to tear them apart by synchroniSing their actions in combat, finding the perfect timing and rhythm, while controlling both characters simultaneously. Glide through the mysterious landscape, explore a fragmented world and fight against what’s trying to tear them apart in this RPG adventure about love, rebellion, and freedom.","Dec  3, 2020"
Action Adventure|Open-World|,72,Ubisoft Singapore,7.2,M,Ubisoft,Assassin's Creed Valhalla: The Siege of Paris,"The Siege of Paris sees Eivor embark upon a new series of quests in Francia, the largest of the post-Roman barbarian kingdoms in Western Europe. New weapons, abilities, gear, and skills are all be up for grabs, and Infiltration Missions returns as well, enabling players to determine exactly how they go about murdering their assigned targets.","Aug 12, 2021"
Adventure|3D|Third-Person|,72,Uppercut Games Pty Ltd,tbd,E,Uppercut Games Pty Ltd,Submerged: Hidden Depths,"<span class=""blurb blurb_collapsed"">A drowned city, crumbling tips of skyscrapers stubbornly standing above the waves. Deserted villages, now inhabited by enigmatic creatures. And beneath the surging ocean waits an anguished, angry presence.<br/> <br/>Submerged: Hidden Depths is a non-combat third-person “relaxploration” adventure,</span>","Mar 10, 2022"
Action Adventure|Linear|Role-Playing|Action RPG|,72,Team Ninja,6.3,M,Square Enix,Stranger of Paradise: Final Fantasy Origin,"Lo juego es muy guapo e me encanta mucho causa danõ al chaos, tengo un grupo de only fans e tiene unos hateres qe eston hablando malo del","Mar 15, 2022"
Action Adventure|Linear|,72,Clever Plays,6.7,None,Clever Plays,Operation: Tango,"<span class=""blurb blurb_collapsed"">Took us a bit to get our head around it, once it clicks, it’s an awesome, unique game and I hope they get to make another one !<br/><br/>Bit odd you</span>","Jun  1, 2021"
Action Adventure|Survival|,72,Dual Effect,8.4,M,PQube,Tormented Souls,"The atmosphere is amazing, the detail on every game object or scenario speaks passion, really like the ambiance and uncertainty, it takes the best things about classic RE with some silent hill in the mix, recommended for fans of any of these two games","Aug 27, 2021"
Action|Platformer|2D|Metroidvania|,72,Aeternum Game Studios,7.7,T,SIE Spain,Aeterna Noctis,"Nice hand drawn graphics, beautiful scenario and sick sound track. Hard to the bone, but fair with its rewards. I feel a better player after playing Aeterna Noctis.","Dec 15, 2021"
Adventure|3D|First-Person|,72,LKA,4.9,M,Wired Productions,Martha is Dead,"An excellent game. I've been missing a REAL horror game. The amount of detail is out of this world. Congrats to the developers, better than the most big developers we see. We should give an aplause for them!","Feb 24, 2022"
Action|Action Adventure|General|Platformer|Metroidvania|,71,"Shenzhen Leiting Information Technology Co., Ltd.",6.9,T,"Shenzhen Leiting Information Technology Co., Ltd.",ANNO: Mutationem,"Welcome to the neon-covered, 2D-meets-3D Cyberpunk world of ANNO: Mutationem. In this Action-Adventure game with RPG elements, you become Ann: a highly-skilled combat-trained lone wolf on a personal mission in a giant Metropolis, full of sinister mega-corporations, mysterious fringe groups","Mar 17, 2022"
Simulation|Vehicle|Combat|,71,Piranha Games,tbd,T,Piranha Games,MechWarrior 5: Mercenaries,"So after playing for a month straight non stop I would like to applaud the company for making a big in depth game with lots to do and hard decisions to make the entire time. I love the intricacy of maintaining a heavy enough Lance to beat the missions later on in the game, but the thrill of going around looking for mechs across the galaxy as well.. I would like to see the old mansion missions come back, where we would have to go defend or destroy a mansion in a mission, also I want bigger cities. Actual cities that feel real. I also suggest connecting the cities with roads. There is a lot of room for improvement but is a very promising game . Graphics are absolutely bad but good enough to enjoy the game. The game is better than most games so graphics aren't AS important but still would be amazing to have a game with way better graphics. The controls are amazing on ps4. Good job pirhana.","Sep 23, 2021"
Role-Playing|Action RPG|,71,Norsfell,6.6,T,Gearbox Software,Tribes of Midgard,"In Tribes of Midgard players can play solo or co-op with a team of up to 10 players to resist the oncoming invasion of giants during Ragnarök. Set in worlds full of dark creatures, hidden gods, and abundant materials to be uncovered, players begin the game as a Viking living in a village that houses the Seed of Yggdrasil, which is the last bastion that protects the gods from the other realms.  Fans will need to explore the wilderness to craft new weapons and be prepared to defend the sacred center of your village from the grim shadows from Helheim that prey upon its power. All the while, giants stalk ever closer to the village, seeking to destroy Midgard and fulfill the prophecy of the end of the world.","Jul 27, 2021"
Adventure|General|3D|Third-Person|,71,Cloisters,tbd,None,Annapurna Interactive,A Memoir Blue,None,"Mar 24, 2022"
Adventure|General|,71,Armature Studio,tbd,None,Armature Studio,Where the Heart Leads,"On the kind of stormy night that can change a person’s destiny, an enormous sinkhole opens in the middle of Whit Anderson’s farm. Braving the rumbling thunder and the driving rain, Casey—their curious Golden Retriever—ventures too close to the gaping maw and tumbles in. Desperate to save","Jul 13, 2021"
Adventure|3D|First-Person|,71,Firesprite,6.4,None,Firesprite,The Persistence Enhanced,"Stranded, malfunctioning and caught in the inexorable pull of a black hole, ""The Persistence"" is overrun with a crew mutated into horrific & murderous aberrations. It's down to you, a clone of security officer Zimri Eder, to make your way deeper into the depths of The Persistence to repair","Jun 11, 2021"
Racing|Simulation|Automobile|,71,Milestone S.r.l,6.9,E,Deep Silver,RIDE 4,"Choose among 176 Officially licensed bikes and ride on 30 tracks all around the world, carefully designed with an extraordinary level of detail! Every asset has been created starting from Cad data, laser and 3D scanning to achieve precision down to the smallest detail and let you enjoy the","Jan 21, 2021"
