genres,release_date,rating,publisher,metascore,developer,title,userscore,summary
Role-Playing|Action RPG|,"Apr  7, 2022",None,Gearbox Publishing,72,Counterplay Games,Godfall: Ultimate Edition,8.3,I was very hesitent about getting this game because of the mediocre reception but i have to say for 30$ it is well worth it. It does take a little time to get used to but once you start going it puts its hooks in you. A very unique hack and slash looter. Think of it as Destiny 2 meets God Of War.  Im about 10 hours in and im hooked! Its not a masterpiece but definitely a fun game.
Racing|Arcade|Automobile|,"Sep 27, 2021",E,Milestone S.r.l,72,Milestone S.r.l,Hot Wheels Unleashed,7.8,"Drive the cars of your dreams! The coolest, the fastest, the most unique badass vans and jaw-dropping muscle cars are waiting for you. Take the wheel of tons of vehicles with their own personality and style, different traits, and levels of rarity. The very best of the hot wheels universe is here! Prove you're the best and unlock Premium cars and extraordinary items and with the livery editor make your ride a one-of-a-kind masterpiece of speed. Race like everyone's watching! Get ready for pure fun and show off your driving skills! Drift like a pro, charge your boost and blast through the loops to beat time, rivals and gravity itself! Are you up for a challenge? Boom, jackpot: race side by side a friend in the 2-player local split-screen mode or face up to 12 players online in a worldwide event. The harder the challenge, the more glorious the triumph! Unleash your creativity! Massive, themed playgrounds are ready to host the most immersive races. Have fun on and off the track with these beautifully detailed and interactive environments, where any object can play a role and be an actual part of your circuit! You can even build a racetrack inside your very own room, a space to customize with furniture and the items you will collect during your journey. And thanks to the incredibly powerful editor, building the craziest tracks has never been easier! Bend and stretch the iconic Orange track piece to create your unique design and then add special Boosters, loops, obstacles, and exclusive interactive elements to build your own racing paradise. Share your creations with the world Or enjoy tracks made by other crazy players like you. Now it's time to unleash the fun! "
Adventure|General|,"Aug 19, 2021",M,Annapurna Interactive,72,Luis Antonio,Twelve Minutes,5.7,"<span class=""blurb blurb_collapsed"">TWELVE MINUTES is a real-time top-down interactive thriller with an accessible click and drag interface.<br/><br/>What should be a romantic evening with your wife turns into a nightmare when a police detective breaks into your home, accuses your wife of murder and beats you to death...

Only for you</span>"
Racing|Arcade|Automobile|,"Jun  1, 2021",None,THQ Nordic,72,Bugbear,Wreckfest,6.8,"Break the rules and take full-contact racing to the limit with Wreckfest! Expect epic crashes, neck-to-neck fights over the finish line and brand-new ways for metal to bend -- These are the once-in-a-lifetime moments that can only be achieved in Wreckfest, with its true-to-life physics"
Action|Shooter|First-Person|Tactical|,"Jan 20, 2022",M,Ubisoft,71,Ubisoft Montreal,Tom Clancy's Rainbow Six Extraction,6.0,"Assemble your elite team of Rainbow Six Operators to launch incursions in the unpredictable containment zones and face off against an evolving Alien threat. Band together and put everything on the line as you take on this unknown enemy. Pick from 18 Rainbow Six operators. Assemble a squad in Co-op of up to three Operators, or go solo. Each operator has a specific set of weapons and abilities to learn improve and master, and improve through a new progression-system. Explore 12 uniquely designed maps featuring procedurally generated challenges will test your team every time. Knowledge, cooperation and a tactical approach are your best weapons to survive. Fail against the enemies and your Operators will go Missing in Action (MIA). Be prepared to fight a lethal, unpredictable and constantly evolving Alien Threat. You will have to count on your teammates to face each of the 10 parasitic archetypes. Their abilities, combined with the alien ecosystem, will stand in your way."
Adventure|General|,"Aug 10, 2021",E,Subliminal,71,Subliminal,Button City,tbd,None
Strategy|Real-Time|General|,"Jun 23, 2021",None,Team17,71,Team17,Worms Rumble,tbd,None
Adventure|General|,"Sep  1, 2021",M,Whitethorn Digital,71,Gamious,Lake,6.4,"<span class=""blurb blurb_collapsed"">I had a great time playing this game. I loved the atmosphere, the characters, the music, the story and the choices we had to make.<br/>If you are</span>"
Action Adventure|Survival|,"Jan 28, 2021",M,Bloober Team,71,Bloober Team,The Medium,7.3,"Become a medium living in two different worlds: the real one and the spirit one. Haunted by the vision of a child's murder, you travel to an abandoned hotel resort, which many years ago became the stage of an unthinkable tragedy. There you begin your search for difficult answers. As a medium with access to both worlds, you have a wider perspective and can see more clearly that there's no one simple truth to what others perceive. Nothing is what it seems, everything has another side. The Medium features a ""dual"" soundtrack by Bloober Team's Arkadiusz Reikowski and legendary composer Akira Yamaoka of Silent Hill fame."
Action|General|Action Adventure|Open-World|,"Sep 23, 2021",E,Raw Fury,71,Shed-Works,Sable,6.3,"While somewhat of a Legend of Zelda love letter, Sable definitely creates its own vibe. Some may fight the lack of a battlesystem off putting. It's a lovely open world that will provide an many an adventure. Lovely and serene."
Action|Shooter|First-Person|Arcade|,"Nov 10, 2020",None,Bungie Software,71,Bungie Software,Destiny 2: Beyond Light,5.9,I’ve been with Destiny for all of its lifespan and I’m planning on being with it for the rest. The new powers of stasis is a blast to use and the new destination Europa is has a beautiful scenery and aspect. I understand why some things were vaulted yet I don’t understand the backlash of lack of content. It’s only been a few days so they don’t have a reason to complain. I ALSO understand that they haven’t had the most resources from home due to Covid-19 yet they still made more content than Shadowkeep. The game is still fun and it always has been my go-to FPS. This release I feel has been a good step in the right direction and it gives me hope to see Bungie return as a leading game developer.
Action|Miscellaneous|Fighting|Party / Minigame|2D|,"Oct  5, 2021",E10+,GameMill Entertainment,71,Ludosity Interactive,Nickelodeon All-Star Brawl,6.9,"<span class=""blurb blurb_collapsed"">THE ALL-STAR BRAWL BEGINS!<br/><br/>Nickelodeon All-Star Brawl brings together all your Nickelodeon favorites for one bombastic battle. Face off with a power-packed cast of heroes from the top shows within the Nickelodeon universe, including SpongeBob SquarePants, Teenage Mutant Ninja Turtles,</span>"
Role-Playing|Action RPG|,"Aug 11, 2021",T,Kitfox Games,70,Kitfox Games,Boyfriend Dungeon,5.2,"<span class=""blurb blurb_collapsed"">You move into your cousin's old apartment, rent-free for the summer. Plus, he'll help you solve your little problem... you've never been on a date in your life!<br/><br/>To get some confidence and meet people, plus earn a little cash, you're tasked with clearing the creatures in ""the dunj"". Soon you</span>"
Action Adventure|Open-World|,"Jan 28, 2021",None,Ubisoft,70,Ubisoft Quebec,Immortals Fenyx Rising: A New God,tbd,"A new god is basically, challenge after challenge. Story wise it was underwhelming. I mean, it didn't even had a proper good ending. Apart from 4-5 trials that were either way too long, or had some logic problem, I must say that, most of them were really well done. By far, The Athena trials were the most fun, Aphrodite, not so much. I give it 65%. It's just sad that there was no real story to this, just a bunch of trials that doesn't amount to anything in the end."
Sports|Team|Football|Sim|,"Aug 17, 2021",E,Electronic Arts,70,EA Tiburon,Madden NFL 22,0.6,"There will be more detailed staff management and skill tree progression systems, with comprehensive weekly game strategy that integrates into your gameplan. Through the regular season and off-season, new scenarios will keep things fresh as you weigh various risks and rewards to make the right decisions for your team. Plus, Franchise will see improvements throughout the year via three Live Service updates. Our first live service update targeting September to release is one of your top requested features, Player Scouting. Keep an eye out for more Gridiron Notes as each Live Service update rolls in. The Yard is back with a new challenge-based Solo campaign. You can now visit new fields located on gorgeous beaches and beautiful mountain landscapes across the world, battle boss characters with unmatched NFL talents, and unlock celebrations and items for your avatar. Plus, a new ranked mode can allow for you competitive Yard players out there to test your skills against one another and earn rewards. Face of the Franchise returns - and this time with more customization. The mode lets you shape your story as a quarterback, wide receiver, running back, or (for the first time ever) a linebacker striving to reach NFL superstardom and become more than the game. You’ll start out prepping for the NFL and experiencing flashbacks to your most pivotal college football moments. You’ll then take the stage on Draft Day and begin the once in a lifetime NFL journey, playing every game of your rookie season, rising to the top all based on the choices you make. An all-new Player Class and progression system also lets you choose your skills, ratings, and unique attributes with even more customization options to realistically craft your avatar. You can also level up this year by sharing progression between The Yard and the all-new Face of the Franchise: Unite We Rise, so you never miss a beat.  Superstar KO is back again in Madden NFL 22 with a co-op eliminator mode. You’ll be able to play quick games in unique stadiums with fan favorite house rules and icons of football culture. Authentic NFL teams, various stadiums and rosters will also be available for the first time."
Action|Platformer|3D|,"Dec 16, 2021",T,Xbox Game Studios,70,Image & Form,The Gunk,6.9,"The Gunk is a game about two friends who run a small scavenging outfit together, and who travel from one space rock to another in search for resources they can harvest and sell. One day they land on a planet that looks dead from a distance, turns out to be unlike any other they’ve set foot on. A slimy parasite­ — or gunk — covers vast areas and seems to corrupt the otherwise vibrant nature and wildlife. It’s clear that they must fight this gunk to understand what’s happened and to save the dying planet. But this also creates a rift between them; on one hand, the planet will die if we don’t rid the planet of the gunk. On the other, we’ve got problems of our own and surely this isn’t our fight to begin with. So, who cares… right? Do we have to? [Thunderful Group]"
Action|Shooter|Third-Person|Tactical|,"Aug 24, 2021",M,Cold Iron Studios,70,Cold Iron Studios,Aliens: Fireteam Elite,6.9,"2202. A mysterious distress call reroutes your Marine Assault Unit to LV-895 in the outer colonies, where deadly Xenomorph legions, hidden corporate secrets, and ancient alien ruins await your arrival. Set in the iconic Alien universe, Aliens: Fireteam is a cooperative third-person survival"
Action Adventure|Open-World|,"Aug 12, 2021",M,Ubisoft,69,Ubisoft Singapore,Assassin's Creed Valhalla: The Siege of Paris,6.5,"The Siege of Paris sees Eivor embark upon a new series of quests in Francia, the largest of the post-Roman barbarian kingdoms in Western Europe. New weapons, abilities, gear, and skills are all be up for grabs, and Infiltration Missions returns as well, enabling players to determine exactly how they go about murdering their assigned targets."
Miscellaneous|Party / Minigame|,"Jan 25, 2022",E10+,Rocket Vulture,69,Rocket Vulture,Cannibal Cuisine,tbd,"<span class=""blurb blurb_collapsed"">The god Hoochooboo is hungry for you. But serving is better than being served in this co-op cook 'em up! Chop up vegetables, fruits and tourists and serve your divine delicacies in arcade style with up to 4 chefs! <br/><br/>Ready, steady, cook your way through many levels in a full campaign across</span>"
Adventure|3D|Third-Person|,"Jul 22, 2021",None,Annapurna Interactive,69,Variable State,Last Stop,6.9,"Last Stop is a single-player third-person narrative adventure game set in present day London, where you play as three separate characters whose worlds collide in the midst of a supernatural crisis. An anthology drama, Last Stop is three stories in one. What connects these three strangers? Where will fate lead them?"
Action|General|Platformer|3D|,"Sep 16, 2021",T,Curve Digital,68,Bossa Studios,I Am Fish,5.6,"I Am Fish is a charming, physics-based adventure starring four intrepid fish friends, forcibly separated from their home in a pet shop fish tank. Over the course of the game you join them as they swim, fly, roll and chomp their way to the open ocean from the far-flung corners of Barnardshire"
Action|Rhythm|Music|,"Feb 16, 2022",E,EastAsiaSoft,68,Zoo Corporation,Beat Souls,tbd,"<span class=""blurb blurb_collapsed"">Let's break it down with Beat Souls! A high-speed rhythm game where you have to avoid obstacles and collect the titular Beat Souls to wrack up a stylish combo and go for the high-score!<br/><br/>Lay the Rhythm Yokai to rest with awesome dance moves as you put on a killer performance!

Dodge left or</span>"
Action Adventure|General|Role-Playing|Action RPG|,"Jul 29, 2021",M,Curve Digital,68,Neon Giant,The Ascent,7.9,"You belong to the corporation. Can you survive without it? The Ascent is a solo and co-op action RPG set in a cyberpunk world. The mega corporation that owns you and everyone, The Ascent Group, has just collapsed. Confusion and chaos ensue, security and order are in disarray, and without protection, everyone is left to fend for themselves. Stop gangs and hostile corporations from taking over and discover what really happened."
Role-Playing|Western-Style|,"Mar  1, 2022",M,THQ Nordic,67,Piranha Bytes,ELEX II,7.1,"ELEX II is the sequel to ELEX, the vintage open-world role-playing experience from the award-winning creators of the Gothic and Risen series, Piranha Bytes. ELEX II returns to the post-apocalyptic Science Fantasy world of Magalan with massive environments that can be explored with unrivaled"
Role-Playing|Japanese-Style|,"Sep 30, 2021",T,Dear Villagers,67,Artisan Studios,Astria Ascending,tbd,None
Sports|Individual|Nature|Hunting|,"Mar 23, 2021",None,Maximum Games,66,Neopica,Hunting Simulator 2,tbd,"<span class=""blurb blurb_collapsed"">In stunning natural environments, choose your gear from the best official weapons and accessories and set off with your dog in search of a variety of animal species in this hunting simulation.<br/><br/>Explore the plains of Colorado, the Texan desert and the forests of Eastern Europe in vast open</span>"
Action Adventure|Linear|Role-Playing|Action RPG|,"Mar 18, 2022",M,Square Enix,66,Team Ninja,Stranger of Paradise: Final Fantasy Origin,7.0,"I've never been the biggest fan of the Final Fantasy series, but this game is a lot of fun. It's a great entry into a ""Soulslike"" game, too. The combat is what makes this game -- it's so satisfying to master and pull off. Runs silky smooth on Xbox Series X, which is a bonus."
Adventure|3D|First-Person|,"Jan 26, 2022",E,Sometimes You,66,DP Games,Summertime Madness,tbd,"<span class=""blurb blurb_collapsed"">Prague, July 1945. An artist has made a deal with the devil and he is now trapped inside one of his canvases. He has to find the way back to the real world or his soul will be stuck forever in the painting. <br/><br/>You find yourself on an evolving island. As you investigate your surroundings, the</span>"
Sports|Individual|Ski / Snowboard|,"Mar 17, 2022",E10+,Foam Punch,66,Foam Punch,Shredders,6.2,"Great snowboarding game. Requires a minimum effort at first, but you will quickly feel like a natural born rider. Congrats to the developers and thank you Microsoft for adding this gem to the game pass."
Strategy|Real-Time|General|Command|,"Mar 26, 2021",None,Kalypso,66,Realmforge Studios,Spacebase Startopia,tbd,"SPACEBASE STARTOPIA is an original mix of economic simulation and empire building strategy paired with classic RTS fights. In addition to the single player Campaign and Skirmish mode, there’s also a competitive and co-op multiplayer mode for up to 4 players. And as if maintaining the 3 Space"
Strategy|Management|Government|,"Nov 23, 2021",E10+,Team17,66,Balancing Monkey Games,Before We Leave,tbd,None
Simulation|Flight|Combat|,"Nov 10, 2020",T,Wired Productions,65,Tomas Sala,The Falconeer,5.1,"Generations of poisonous decisions and treason swirl in the deep, as factions collide. Become the Falconeer and soar through the skies aboard a devastatingly powerful Warbird. Uncover secrets lost to the sea as you join or oppose different factions and clans scattered throughout The Great Ursee. Take advantage of multiple Falconeer classes with individual stats, weapons and warbirds that can be upgraded through winning battles, completing quests, discovering secrets, or applying Mutagens or Chants. Use ocean thermals and energy to dive, dodge, barrel-roll, and twist to gain an advantage. The Falconeer is an open-world air combat game, featuring fast, brutal aerial dogfights and deep exploration of an incredible fantasy open-world set not only above the clouds, but also amongst the waves and down through the sunken, ocean depths."
Simulation|Virtual|Career|,"Sep 22, 2021",E,Ultimate Games,65,Pyramid Games,Rover Mechanic Simulator,tbd,None
Racing|Arcade|Automobile|,"Feb 18, 2022",E,Eclipse Games,65,Eclipse Games,Super Toy Cars Offroad,tbd,"<span class=""blurb blurb_collapsed"">Super Toy Cars Offroad brings the series off the beaten track and into the mud, sand, snow, and more! Find your own way in this fast-paced arcade racing game where you control miniature offroad cars that speed through amazing tracks populated with supersized everyday objects.<br/><br/>Drive your</span>"
Adventure|3D|First-Person|,"Feb 24, 2022",M,Wired Productions,65,LKA,Martha is Dead,7.4,"An excellent game. I've been missing a REAL horror game. The amount of detail is out of this world. Congrats to the developers, better than the most big developers we see. We should give an aplause for them! Congrats!"
Simulation|Virtual|Career|,"Sep  2, 2021",None,Bossa Studios,64,Bossa Studios,Surgeon Simulator 2: Access All Areas,0.8,"I had to make an account just to express how bad this game is. In its current form, on Xbox, it’s literally unplayable. You can’t even get through the tutorial because grabbing things is nearly impossible. I’ve had lots of fun with the first, this is a dreadful sequel and I hope they fix it because I’d love a good follow up to the original."
Action Adventure|General|,"Aug 17, 2021",E10+,Team17,64,Navegante Entertainment,Greak: Memories of Azur,tbd,None
Action|Beat-'Em-Up|3D|,"Feb 15, 2022",T,Koei Tecmo Games,64,Koei Tecmo Games,Dynasty Warriors 9 Empires,8.7,"Empires, a unique ""Romance of the Three Kingdoms"" experience. Dramatic stories of officers on different sides. All 94 officers who have appeared in DYNASTY WARRIORS 9 are  playable. In addition, players can control all 700 common officers. A major change from previous series titles, areas around castles become battlefields, evolving into “Storming the Castle” instances. Employ strategic Secret Plans and balance Army Affinity to break through the enemy's gate. Defeat the enemy commander in Decisive Battle mode to claim victory of the castle. The Empires series' signature domestic system is back. With a high degree of flexibility, set long and mid term kingdom goals, recruit new officers, procure logistics, and execute a variety of military, economic and diplomatic commands to strive to unify China."
Action|Shooter|First-Person|Tactical|,"Nov 12, 2021",M,Electronic Arts,64,EA DICE,Battlefield 2042,2.2,"Battlefield 2042 marks the return to the iconic all-out warfare of the franchise. Adapt and overcome dynamically-changing battlegrounds with the help of your squad and a cutting-edge arsenal. With support for 128 players*, prepare for unprecedented scale on vast environments. Take on massive experiences, from updated multiplayer modes like Conquest and Breakthrough to the all-new Hazard Zone."
Action|Platformer|2D|,"Jul 16, 2021",M,Ratalaika Games,63,Ratalaika Games,Within the Blade,tbd,"<span class=""blurb blurb_collapsed"">In 1560 A.D - Japan's last Shogunate has lost full control over the realm, causing a plunge into a massive civil war. All hope lies within the ninja clan ""Black Lotus"" to sabotage and defend against the forces of the villain and his demonic allies. The warlord must be assassinated.<br/><br/>Do you</span>"
Action Adventure|General|,"Mar 10, 2022",T,Lienzo,63,Lienzo,Aztech: Forgotten Gods,tbd,"Some things are best left forgotten. Aztech Forgotten Gods is the cyber-stone action-adventure following Achtli, a young woman who battles the colossal Forgotten Gods. To uncover the truth behind her far-future Mesoamerican metropolis, she'll have to turn the Gods' power against them, as she"
Action Adventure|General|,"May  7, 2021",M,Focus Home Interactive,62,Sumo Newcastle,Hood: Outlaws & Legends,5.0,Immer noch ein schlechtes Spiel. Selbst mit PVE taugt es nichts. Man merkt noch deutlicher wie overpowered oder zu schwach die Helden sind.
Action Adventure|General|,"Jul 27, 2021",E10+,PM Studios Inc.,62,Vakman,Alchemic Cutie,tbd,"Over 150 quests, unique side quests for different NPCs, jelly deliveries and even some weekly item delivery quests. There are up to 32 Jelly shapes and 32 different colors to mix up, allowing for some super adorable and unique jellies. Wholesome competitions for your Jellies happen on Wimba Island and will reward you with some awesome items."
Racing|Arcade|Automobile|,"Mar 11, 2021",None,Koch Media,61,Milestone S.r.l,Monster Energy Supercross - The Official Videogame 4,5.5,"Monster Energy Supercross The Official VideoGame 4 as expected from the franchise, shines in its career mode as always. While Career Mode isn’t technically the first thing that you need to do in this game, it’s most likely where you’ll be spending the most of your time earning your grips on the newest installment. Like with any racing game’s Career Mode, the objective is to motor out on the track in hopes of winning fame and of course rewards. Career Mode itself is divided into three different categories (Futures, Rookie, and Pro) with each sporting tougher competition; more races; the possibility for better rewards. While it’s nice that the basics are there, what really impressed me was that the devs really seemed to go out of the way to put in as many extras as possible. Rather than just throwing the player into multiple races back-to-back, you’re brought to a hub menu in between races. It’s here that you’re not only able to do the basics like look at player stats and perform maintenance on your motor bike a number of different mini-games await. While difficult, performing well in these mini-games nets you points that you can use on what this game has literally dubbed as a skill tree. Additionally, should you manage to impress the crowd during a race then you’ll occasionally be invited to special events where you’re challenged with performing various objectives on the track in order to win larger rewards. When it comes to actual racing Monster Energy Supercross 4 seems to be very particular about how its players handles the game. The drifting techniques that you picked up in many a range series come in handy here, but that’s just the beginning of things. In order to come out on top or for my sake, to just not come in last place then you’ve got to know supercross basics well. This, of course, means things like weight distribution, bike setup, acceleration technique, the proper way to jump, and so on. When it comes to the bare-bones basics of supercross, Monster Energy Supercross 4 doesn’t really tell you anything but I’m sure you’re likely no stranger to the series if you’re reading this. You’re expected to know it already, or go in and learn it. However, once you’re comfortable, this game is actually quite accommodating. There’s a myriad of options available to help players tweak the game settings to their liking. From the ability to have your character auto-adjust to the “Dynamic Flow” option which literally has giant blue arrows telling you how to optimally make your jumps and this game in the series may not be all that friendly in terms of welcoming you into the fold, but as in previous games in the series, once you’re in. The game is plenty accommodating. Things are, admittedly, a little less exciting when examining the courses themselves. This isn’t really anything to be upset about, though. Because M emulates a more realistic style of racing and the courses are also created in a realistic way to learn the ropes. If you’re into supercross, or genuinely appreciate realism, this shouldn’t be an issue at all. However, if you like your racing courses a little more crazy then this may not be your cup of tea as realism is on par for today’s courses. You’ve got usuals, of course, with things like Time Attack and Championship modes, but, once again (because I totally did this in the preview, too), I’d like to focus on a few of my favorites, the first being the Trac Editor and  while I can’t play all racing games out there, track editors really aren’t something that I see too often. And, while I personally can’t claim that I’m all too great at creating courses, it was fun being able to mess around on courses that other people made and play with fresh ideas abound. My favorite mode is the Compound which is a wide-open space featuring various mini-games and even a smattering of hidden collectibles, the Compound was probably one of my favorite things to play in the game this season since it gives you plenty of time to practice. Monster Energy Supercross 4 wants you to figure out its finer points, the Compound is a great place to freely practice. On a less important note, it also provides a nice change of pace from the arenas that you’re constantly biking around in. When it comes down to it,Monster Energy Supercross The Official VideoGame 4 is absolutely a game for previous fans of the franchise. So long as you already know about the sport, you probably won’t have too much of an issue jumping right into things, and I’m sure that you’ll enjoy all that the game has to offer. Those who may not know anything about supercross might want to watch out. While things are nice and friendly once you understand the basics, you’re in for a pretty rough start if you’re coming in completely new. If you are indeed a fan of the franchise then head on over to the Xbox digital games store and download the newest the franchise has on offer for you."
Action Adventure|Survival|,"Mar 29, 2022",T,PM Studios Inc.,60,Endflame,Ikai,tbd,Ikai is a first-person psychological horror game drawing inspiration from Japanese folklore. Live the horror by the hand of its defining yokais and submerge into the superstitions of the past driven by a unique story and exploration. Ikai embodies the spirit of the classical psychological
Action Adventure|Survival|,"Oct 28, 2021",M,Koei Tecmo Games,60,Koei Tecmo Games,Fatal Frame: Maiden of Black Water,9.1,"<span class=""blurb blurb_collapsed"">The Fatal Frame series lives again!<br/> <br/>Fatal Frame: Maiden of Black Water is comprised of three interconnected stories that converge to uncover the truth behind a recent string of tragic deaths in a forest marred by a history of suicides. As one of three people with the power of the Camera</span>"
Puzzle|Action|,"Dec 10, 2020",E,Aspyr,60,Hyper Games,Morkredd,5.7,Just finished it in coop mode - well done puzzle game with great design. Some puzzles was pretty hard but we beat it in under 3 hours with my wife. Excellent realisation of cooperation (boat level for example)
Sports|Team|Rugby|,"Jan 27, 2022",E,Nacon,59,EKO Software,Rugby 22,tbd,"<span class=""blurb blurb_collapsed"">Take control of the biggest clubs and top rugby nations, and enter the most prestigious competitions in single-player and multiplayer modes, local and online. Rugby 22 offers total rugby, combining tactics and intensity through gameplay that stays true to the sport.<br/><br/>Lead your players to</span>"
Action Adventure|General|,"Aug 12, 2021",M,Merge Games,59,Antab,Foreclosed,5.8,"FORECLOSED is a narrative-driven action-shooter set in a Cyberpunk world filled with action, suspense, and experimental augmentations. Follow the story of Evan Kapnos, his identity recently Foreclosed, stripped of his job, his brain implants and his access to the city Block-chain, he must now escape before his identity and implants are auctioned off."
Action Adventure|Open-World|,"Aug 19, 2021",T,Phigames,58,Phigames,Recompile,4.4,"<span class=""blurb blurb_collapsed"">Pros:<br/>+ great powerup progression<br/>+ tight platforming
+ big vertical worlds to explore
+ unique world design
+ oddly soothing music</span>"
Role-Playing|General|,"Jun 22, 2021",M,Wizards of the Coast,58,Tuque Games,Dungeons & Dragons: Dark Alliance,4.6,"Non merita la pioggia di 0 che sta ricevendo. Sicuramente il combat system è migliorabile, ma l'avventura è intrigrante, le missioni bilanciate e sfidanti. La migliore esperienza si ottiene in cooperativo. A tal proposito, ottima la gestione online/offline in caso di gioco cooperativo o singolo."
Role-Playing|Action RPG|,"Feb 25, 2022",M,Bandai Namco Games,96,From Software,Elden Ring,7.6,"A New World Created By Hidetaka Miyazaki And George R. R. Martin. ELDEN RING, developed by FromSoftware, Inc. and BANDAI NAMCO Entertainment Inc., is a fantasy action-RPG adventure set within a world created by Hidetaka Miyazaki creator of the influential DARK SOULS video game series; and George R.R. Martin author of The New York Times best-selling fantasy series, A Song of Ice and Fire. Danger and discovery lurk around every corner in FromSoftware's largest game to-date.  Hidetaka Miyazaki, President and Game Director of FromSoftware Inc. Known for directing critically-acclaimed games in beloved franchises including Armored Core, Dark Souls, and Sekiro: Shadows Die Twice.  George R.R. Martin is the #1 New York Times bestselling author of many novels, including the acclaimed series A Song of Ice and Fire - A Game of Thrones, A Clash of Kings, A Storm of Swords, A Feast For Crows, and A Dance with Dragons. As a writer-producer, he has worked on The Twilight Zone, Beauty and the Beast, and various feature films and pilots that were never made."
Adventure|3D|First-Person|,"Apr 27, 2022",None,Galactic Cafe,94,Crows Crows Crows,The Stanley Parable: Ultra Deluxe,8.8,Much more fun than I expected. I had all of the original spoiled for me but I was able to enjoy this one thoroughly. The new content was fun to explore.
Action Adventure|Linear|,"Aug 13, 2021",T,Private Division,93,Supergiant Games,Hades,8.6,"Defy the god of the dead as you hack and slash out of the Underworld in this rogue-like dungeon crawler from the creators of Bastion, Transistor, and Pyre.  Hades is a god-like rogue-like dungeon crawler that combines the best aspects of Supergiant's critically acclaimed titles, including"
Racing|Simulation|Automobile|,"Nov  5, 2021",E,Xbox Game Studios,92,Playground Games,Forza Horizon 5,8.3,"I didn't Like racing games before Forza Horizon, this game Made me buy a Wheel and I'm enjoying it a lot. The open world is stunning, the"
Action|Platformer|2D|None|Metroidvania|,"Nov 10, 2020",E,Xbox Game Studios,92,Moon Studios,Ori and the Will of the Wisps,8.6,"The little spirit Ori is no stranger to peril, but when a fateful flight puts the owlet Ku in harm's way, it will take more than bravery to bring a family back together, heal a broken land, and discover Ori's true destiny. From the creators of the acclaimed action-platformer Ori and the Blind Forest comes the highly anticipated sequel. Embark on an all-new adventure in a vast world filled with new friends and foes that come to life in stunning, hand-painted artwork. Set to a fully orchestrated original score, Ori and the Will of the Wisps continues the Moon Studios tradition of tightly crafted platforming action and deeply emotional storytelling."
Role-Playing|General|Western-Style|,"Oct 12, 2021",M,iam8bit,92,ZA/UM,Disco Elysium: The Final Cut,7.6,"<span class=""blurb blurb_collapsed"">Disco Elysium - The Final Cut is the definitive edition of the smash-hit RPG. Pursue your political dreams in new quests, meet and question more of the city's locals, and explore a whole extra area. Full voice-acting, controller support, and expanded language options also included.<br/><br/>Get even</span>"
Simulation|Flight|Civilian|,"Jul 27, 2021",E,Microsoft Game Studios,90,Asobo Studio,Microsoft Flight Simulator,7.9,"<span class=""blurb blurb_collapsed"">(A Technical Masterpiece)<br/> <br/>This is the most impressive gaming software I have experienced as a gamer from a technical standpoint.
It is</span>"
Action Adventure|Linear|,"Mar 26, 2021",T,Electronic Arts,89,Hazelight,It Takes Two,8.7,"From Hazelight comes It Takes Two an innovative co-op adventure where uniquely varied gameplay and emotional storytelling intertwine in a fantastical journey. Founded to push the creative boundaries of what's possible in games, Hazelight is the award-winning studio behind the critically"
Adventure|Visual Novel|,"Jun 30, 2021",M,Serenity Forge,89,Team Salvato,Doki Doki Literature Club Plus!,8.7,"<span class=""blurb blurb_collapsed"">Welcome to the club! Write poems for your crush and experience the terror of school romance in this critically-acclaimed psychological horror story.<br/> <br/>Enter the #1 Psychological Horror Experience!

Welcome to a terrifying world of poetry and romance! Write poems for your crush and erase</span>"
Sports|Individual|Skate / Skateboard|,"Mar 26, 2021",None,Activision,89,Vicarious Visions,Tony Hawk's Pro Skater 1 + 2,6.4,"Very good remake, i'm still very confused why they called it a ""remaster"" when it's clearly not. Maybe they thought word ""remake"" sounds bad, but i disagree. Video Game remakes are usually always better than just remasters, even tho there are some good remasters like Alan Wake. Either way, this is in fact a Remake, not Remaster. They literally re-made original games from ground-up. Anyway, job well done. Would recommend, fi you liked originals. These remakes are basically perfected version of originals."
Role-Playing|General|,"Jul 29, 2021",T,CyberConnect2,89,CyberConnect2,Fuga: Melodies of Steel,7.3,"<span class=""blurb blurb_collapsed"">""We have to fight! If we don't, everyone we love will be taken away!""<br/><br/>One fateful night, a peaceful village is thrown into the flames of war. Determined to save their families, a group of children boards a giant tank and begins an offensive charge!

Fuga: Melodies of Steel is an RPG where</span>"
